gvkey,fyear,datadate,at,isin,conm,fic,sic
104582,2019,20191231,19852096.4480,KR7006400006,SAMSUNG SDI CO LTD,KOR,3670
104583,2019,20191231,18226972.0000,KR7000720003,HYUNDAI ENGR & CONSTR CO,KOR,1500
104593,2019,20191231,34366332.5080,KR7004020004,HYUNDAI STEEL CO,KOR,3310
104598,2019,20191231,79058661.1310,KR7005490008,POSCO,KOR,3312
104599,2019,20191231,2019207.1430,KR7003620002,SSANGYONG MOTOR CO LTD,KOR,3711
104602,2019,20191231,8674248.2300,KR7009150004,SAMSUNG ELECTRO-MECHANICS CO,KOR,3670
104604,2019,20191231,352564497.0000,KR7005930003,SAMSUNG ELECTRONICS CO LTD,KOR,3674
104605,2019,20191231,9382221.5030,KR7002380004,KCC CORP,KOR,2800
104606,2019,20191231,55344798.0000,KR7000270009,KIA CORPORATION,KOR,3711
104607,2019,20191231,194512220.0000,KR7005380001,HYUNDAI MOTOR CO LTD,KOR,3711
104623,2019,20191231,27014118.9350,KR7003490000,KOREAN AIR LINES CO LTD,KOR,4512
104627,2019,20191231,15681128.8680,KR7009830001,HANWHA SOLUTIONS CORP,KOR,2821
104643,2019,20190930,3352.0000,GB00B8C3BL03,SAGE GROUP PLC,GBR,7372
104761,2019,20191231,10158.0000,NL0000379121,RANDSTAD NV,NLD,7363
104795,2019,20191231,2079.4000,GB0007973794,SERCO GROUP PLC,GBR,8700
104814,2019,20191231,178847.2000,MYL5347OO009,TENAGA NASIONAL BHD,MYS,4911
104833,2019,20191231,46504.0000,NL0000009165,HEINEKEN NV,NLD,2082
104889,2019,20200331,54035.0000,JP3827600002,FURUKAWA BATTERY CO LTD,JPN,3690
104893,2019,20200331,925058.0000,JP3653000004,NANKAI ELECTRIC RAILWAY CO,JPN,4011
104898,2019,20191231,944.0000,GB0005576813,HOWDEN JOINERY GROUP PLC,GBR,5700
104907,2019,20191231,3976.5000,GB00B23K0M20,CAPITA PLC,GBR,7374
104913,2019,20200331,1783.0000,GB00BYYTFB60,HOMESERVE PLC,GBR,1520
104923,2019,20191231,1265.8360,IT0000076536,SOGEFI SPA,ITA,3714
104950,2019,20200229,1976116.0000,JP3802600001,FAMILYMART CO LTD,JPN,5412
104961,2019,20191231,9438.0000,SE0001852419,LINDAB INTL AB,SWE,3444
104967,2019,20191231,4408.3000,GB0006215205,NATIONAL EXPRESS GROUP PLC,GBR,4100
104981,2019,20191231,62190.0000,SE0000163594,SECURITAS AB,SWE,7381
104997,2019,20191231,12501.5110,ES0139140174,INMOBILIARIA COLONIAL,ESP,6510
105036,2019,20191231,723895.7870,HK0688002218,CHINA OVERSEAS LAND & INVEST,HKG,6552
105089,2019,20191231,29363.0000,MXP225611567,CEMEX SAB DE CV,MEX,3241
105104,2019,20191231,349172.2690,MX01WA000038,WAL MART DE MEXICO SA,MEX,5331
105111,2019,20191231,8186.6910,MXP554091415,INDUSTRIAS PENOLES SAB DE CV,MEX,3310
106276,2019,20191231,5054.5640,PTMEN0AE0005,MOTA-ENGIL SGPS SA,PRT,1600
106747,2019,20191231,33081.4340,MX01HE010008,GRUPO HERDEZ SAB DE CV,MEX,2000
106815,2019,20191231,6356.0000,GRS260333000,OTE - HELLENIC TELECOM ORG,GRC,4813
107114,2019,20191231,95696.1720,HK0027032686,GALAXY ENTERTAINMENT GROUP,HKG,7990
107225,2019,20200331,32128.1670,HK0992009065,LENOVO GROUP LTD,HKG,3570
108893,2019,20191231,207821.3630,CNE1000004Q8,YANZHOU COAL MINING CO LTD,CHN,1220
111320,2019,20191231,30135.5780,BREGIEACNOR9,ENGIE BRASIL ENERGIA SA,BRA,4911
112296,2019,20191231,7092.4650,GRS298343005,HELLENIC PETROLEUM SA,GRC,2911
114927,2019,20191231,24247.0000,CH0008742519,SWISSCOM AG,CHE,4813
116961,2019,20191231,3452.0000,FI4000074984,VALMET CORP,FIN,3550
125378,2019,20191231,5015.0000,IL0010834849,PARTNER COMMUNICATIONS CO,ISR,4812
132740,2019,20190930,13412.0000,DE0006231004,INFINEON TECHNOLOGIES AG,DEU,3674
133104,2019,20191231,34061292.0000,KR7030200000,KT CORP,KOR,4813
133870,2019,20191231,2732910.0000,CNE1000003W8,PETROCHINA CO LTD,CHN,2911
136185,2019,20200331,25416.9340,INE813A01018,MAHINDRA LIFESPACE DEV LTD,IND,6500
137066,2019,20191231,562499.0000,HK0000049939,CHINA UNICOM (HONG KONG) LTD,HKG,4812
137433,2019,20191231,823910.0000,RU0007775219,MOBILE TELESYSTEMS PJSC,RUS,4812
139461,2019,20191231,37711.5410,TW0002376001,GIGA BYTE TECHNOLOGY CO LTD,TWN,3670
140756,2019,20191231,1755071.0000,CNE1000002Q2,CHINA PETROLEUM & CHEM CORP,CHN,5500
141239,2019,20191231,8486.0170,AT0000720008,TELEKOM AUSTRIA AG,AUT,4899
142248,2019,20191231,1531933.6570,MXP001691213,AMERICA MOVIL SA DE CV,MEX,4812
144496,2019,20191231,972183.0000,CH0244767585,UBS GROUP AG,CHE,6282
146352,2019,20191231,203070.6640,CNE1000001T8,ALUMINUM CORP CHINA LTD,CHN,3334
152310,2019,20191231,11939.6040,BRSAPRACNPR6,CIA DE SANEAMENTO DO PARANA,BRA,4941
152649,2019,20200331,61386.0000,ZAE000044897,TELKOM SA SOC LTD,ZAF,4813
153311,2019,20190930,4892.0000,GB00B1FP6H53,MITCHELLS & BUTLER PLC,GBR,5810
154941,2019,20191231,10363.3000,IT0001250932,HERA SPA,ITA,4931
154942,2019,20191231,23552.4600,CNE1000003P2,LIANHUA SUPERMARKET HOLDINGS,CHN,5411
158741,2019,20191231,16437.8200,KYG8020E1199,SEMICONDUCTOR MFG INTL CORP,CYM,3674
160628,2019,20191231,15298.4460,BRGOLLACNPR4,GOL LINHAS AEREAS INTELIGENT,BRA,4512
160739,2019,20191231,35574563.0000,KR7034220004,LG DISPLAY CO LTD,KOR,3679
162094,2019,20191231,24330.7690,MX01AX040009,AXTEL SA DE CV,MEX,4813
166035,2019,20191231,11528.8150,BRCSMGACNOR5,CIA SANEAMENTO MINASGERAIS,BRA,4941
166385,2019,20191231,41577.8040,MX01GA000004,GRUPO AEROPORTUARIO DEL PACI,MEX,4581
170614,2019,20191231,24633.0310,KYG190211071,CAR INC,CYM,7510
176363,2019,20191231,2119.7890,IL0011017329,MELLANOX TECHNOLOGIES LTD,ISR,3674
176660,2019,20191231,14809.3060,KYG8875G1029,3SBIO INC,CYM,2836
177236,2019,20191231,15516100.0000,RU000A0JP5V6,VTB BANK PJSC,RUS,6020
178329,2019,20191231,16327.0000,HRHT00RA0005,HRVATSKI TELEKOM DD,HRV,4810
178988,2019,20191231,846.2940,GB00BGP6Q951,NOSTRUM OIL & GAS PLC,GBR,1311
179846,2019,20191231,3690.4950,US55302T2042,MHP S.E,LUX,2015
182898,2019,20191231,14476.0000,KYG4672G1064,HUTCHISON TELECOMM HONG KONG,CYM,4812
200019,2019,20190630,1669062.0000,ZAE000066304,FIRSTRAND LTD,ZAF,6020
200075,2019,20200229,2549.4440,AT000AGRANA3,AGRANA BETEILIGUNGS-AG,AUT,2060
200077,2019,20191231,12895.9860,TW0001217008,AGV PRODUCTS,TWN,2000
200079,2019,20200331,203626.0000,JP3100800006,AICA KOGYO CO LTD,JPN,2400
200098,2019,20200331,142663.9720,LK0004N00008,AITKEN SPENCE PLC,LKA,9997
200109,2019,20191231,4187.9210,TRAAKSAW91E1,AKSA,TUR,2821
200126,2019,20200331,490.8000,GB0000163088,SPEEDY HIRE PLC,GBR,5080
200162,2019,20191231,12169.6940,TW0002704004,AMBASSADOR HOTEL CO LTD,TWN,7011
200171,2019,20191231,7273.5840,TRAANACM91F7,ANADOLU CAM,TUR,3221
200218,2019,20191231,34729.5000,TRAARCLK91H5,ARCELIK AS,TUR,3630
200263,2019,20200331,381268.6000,INE208A01029,ASHOK LEYLAND LTD,IND,3711
200264,2019,20200430,10532.6000,GB0000536739,ASHTEAD GROUP PLC,GBR,7350
200276,2019,20191231,16923.0910,TW0001308005,ASIA POLYMER CORP,TWN,2821
200348,2019,20200331,172799.0000,JP3172500005,AUTOBACS SEVEN CO LTD,JPN,5531
200363,2019,20191231,18649.0000,FR0000051732,ATOS SE,FRA,7370
200364,2019,20191231,1345285.9580,PHY0486V1154,AYALA CORP,PHL,9997
200365,2019,20191231,713923.2780,PHY0488F1004,AYALA LAND INC,PHL,6500
200384,2019,20191231,8978.0000,BE0003810273,PROXIMUS SA,BEL,4813
200448,2019,20200331,1670066.6000,INE101A01026,MAHINDRA & MAHINDRA LTD,IND,3711
200468,2019,20191231,8481.0310,MYL1651OO008,MALAYSIAN RESOURCES CORP,MYS,1540
200485,2019,20191231,1760403.3910,KR7060980000,HALLA HOLDINGS CORP,KOR,3714
200512,2019,20191231,97908.2250,BRSUZBACNOR0,SUZANO SA,BRA,2600
200575,2019,20190831,55597.0000,AU000000BOQ8,BANK OF QUEENSLAND LTD,AUS,6020
200606,2019,20200131,297.9000,GB00B6XZKY75,BARR (AG) PLC,GBR,2086
200613,2019,20200229,6173.1710,ZAE000053328,FAMOUS BRANDS LTD,ZAF,5812
200692,2019,20191231,44771.8680,PHY0775S1043,BELLE CORP,PHL,6552
200695,2019,20190630,72570.3000,AU000000BEN6,BENDIGO AND ADELAIDE BANK,AUS,6020
200731,2019,20191231,50344.9240,AT0000908504,VIENNA INSURANCE GROUP,AUT,6331
200752,2019,20191231,279081.0000,MXP495211262,GRUPO BIMBO S.A.B. DE C.V.,MEX,2050
200772,2019,20191231,2205030.0000,PHY0967S1694,BANK OF PHILIPPINE ISLANDS,PHL,6020
200883,2019,20190731,10561.3000,GB0007668071,CLOSE BROTHERS GROUP PLC,GBR,6282
200892,2019,20191231,25458.1400,TW0002323003,CMC MAGNETICS CORP,TWN,3695
200903,2019,20191231,12487.9690,PHY5369R1078,MACROASIA CORP,PHL,4581
200908,2019,20191231,6705.3500,CLP3615W1037,COLBUN SA,CHL,4911
200932,2019,20191231,573245.6550,MYL1023OO000,CIMB GROUP HOLDINGS BERHAD,MYS,6020
200935,2019,20191231,382648.4190,TW0002324001,COMPAL ELECTRONIC INC,TWN,3571
200939,2019,20191231,61251.4670,TW0002313004,COMPEQ MANUFACTURING CO LTD,TWN,3672
200976,2019,20191231,68129.0370,BRBRKMACNPA4,BRASKEM SA,BRA,2860
200986,2019,20190630,3695.7000,AU000000CMW8,CROMWELL PROPERTY GROUP,AUS,6798
201002,2019,20191231,96681.5860,TW0002312006,KINPO ELECTRONICS INC,TWN,3578
201012,2019,20191231,10057.0810,MX01OR010004,ORBIA ADVANCE CORP SAB DE CV,MEX,2821
201028,2019,20191231,71871.9730,BMG3978C1249,GOME RETAIL HOLDINGS LTD,BMU,5700
201080,2019,20200331,73529.3000,INE482A01020,CEAT LTD,IND,3011
201095,2019,20191231,50998434.0000,COT09PA00035,GRUPO ARGOS SA,COL,3270
201101,2019,20191231,19194350.0000,COD38PA00046,CEMENTOS ARGOS SA,COL,3270
201140,2019,20191231,101742.9440,BRABEVACNOR1,AMBEV SA,BRA,2082
201180,2019,20191231,59336.8810,TW0001904001,CHENG LOONG CO LTD,TWN,2650
201181,2019,20191231,164040.2290,TW0002105004,CHENG SHIN RUBBER INDUSTRY,TWN,3011
201211,2019,20191231,293047.9790,TW0002610003,CHINA AIRLINES,TWN,4512
201215,2019,20191231,11577.9050,TW0001701001,CHINA CHEM & PHARMA CO LTD,TWN,2834
201218,2019,20191231,119351.5030,HK0257001336,CHINA EVERBRIGHT ENVIRONMENT,HKG,4950
201221,2019,20191231,12331.2330,TW0001305001,CHINA GENERAL PLASTICS,TWN,2821
201224,2019,20191231,711904.2360,TW0001718005,CHINA MAN MADE FIBER CO LTD,TWN,2860
201226,2019,20191231,96468.4900,TW0001314003,CHINA PETROCHEMICAL DEVP CO,TWN,2911
201228,2019,20191231,41591.0000,HK0291001490,CHINA RESOURCES BEER (HLDGS),HKG,2082
201229,2019,20191231,666631.9810,TW0002002003,CHINA STEEL CORP,TWN,3310
201232,2019,20191231,14419.7400,TW0002013000,CHINA STEEL STRUCTURE CO LTD,TWN,3312
201237,2019,20191231,21806.9280,HK0308001558,CHINA TRAVEL INTL INVEST HK,HKG,4700
201244,2019,20200331,385051.0000,JP3528600004,CHIYODA CORP,JPN,8711
201280,2019,20191231,31098.4170,TW0001905008,CHUNG HWA PULP CORP,TWN,2611
201303,2019,20191231,3774.7570,TRACIMSA91F9,CIMSA CIMENTO SANAYI VE TICA,TUR,3270
201323,2019,20200331,995.5000,GB0002318888,CRANSWICK PLC,GBR,2013
201382,2019,20191231,7741.0170,TW0001225001,FORMOSA OILSEED PROCESSING,TWN,2040
201389,2019,20191231,22157.6980,TW0008464009,NIEN MADE ENTRPRSE,TWN,2590
201390,2019,20191231,15918.7500,TW0002329000,ORIENT SEMICONDUCTOR ELECTR,TWN,3674
201394,2019,20191231,22498.6530,TW0009917005,TAIWAN SECOM CO LTD,TWN,3669
201395,2019,20191231,2264805.0320,TW0002330008,TAIWAN SEMICONDUCTOR MFG CO,TWN,3674
201398,2019,20191231,96382.1370,TW0002327004,YAGEO CORP,TWN,3670
201400,2019,20191231,9619.3540,TW0001455004,ZIG SHENG INDUSTRIAL CO LTD,TWN,2200
201401,2019,20191231,208522.6050,TH0465010005,ELECTRICITY GENERATING PCL,THA,4991
201491,2019,20200331,274325.0000,JP3548600000,DISCO CORP,JPN,3559
201543,2019,20200331,880289.0000,JP3486800000,DAITO TRUST CONSTRUCTION CO,JPN,6500
201584,2019,20200331,9580149.0000,JP3496400007,KDDI CORP,JPN,4812
201606,2019,20191231,5633.1000,GB0002652740,DERWENT LONDON PLC,GBR,6798
201617,2019,20191231,346.8000,GB0002670437,DEVRO PLC,GBR,2090
201650,2019,20200331,8343.9000,GB0003452173,FIRSTGROUP PLC,GBR,4100
201706,2019,20190630,4060.0000,ZAE000058723,DRDGOLD LTD,ZAF,1040
201727,2019,20200331,8537059.0000,JP3783600004,EAST JAPAN RAILWAY CO,JPN,4011
201794,2019,20191231,171426.0000,IT0003128367,ENEL SPA,ITA,4911
201892,2019,20200430,290651.0000,JP3143000002,ITO EN LTD,JPN,2086
201948,2019,20190630,26132.0000,JP3262000007,KING JIM CO LTD,JPN,2670
201995,2019,20200331,196953.0000,JP3167500002,LEOPALACE 21 CORP,JPN,1500
202021,2019,20191231,14955.7960,CL0000001314,EMPRESAS CMPC,CHL,2600
202055,2019,20191231,45956.4750,TRAAEFES91A9,ANADOLU EFES BIRACILIK MALT,TUR,2082
202086,2019,20191231,8031.7280,FR0010533075,GETLINK SE,FRA,4700
202095,2019,20191231,13623.3620,TW0001711000,EVERLIGHT CHEMICAL INDUST,TWN,2860
202135,2019,20191231,130511.1050,TW0002903002,FAR EAST DEPARTMENT STORES,TWN,5311
202138,2019,20191231,576079.6990,TW0001402006,FAR EASTERN NEW CENTURY CORP,TWN,2820
202150,2019,20191231,21466.7760,TW0002015005,FENG HSIN STEEL CO LTD,TWN,3312
202151,2019,20191231,41265.9020,TW0009910000,FENG TAY ENTRPRISE CO LTD,TWN,3021
202215,2019,20191231,372330.0000,PHY2558N1203,FIRST PHILIPPINE HLDGS CORP,PHL,4911
202251,2019,20191231,12574.1400,ES0122060314,FOMENTO DE CONSTRUC Y CONTRA,ESP,1600
202268,2019,20191231,550549.0170,TW0001326007,FORMOSA CHEMICAL & FIBER,TWN,2860
202271,2019,20191231,497087.9590,TW0001301000,FORMOSA PLASTICS CORP,TWN,2800
202272,2019,20191231,80761.8730,TW0001434009,FORMOSA TAFFETA CO LTD,TWN,2200
202282,2019,20200331,80825.0000,JP3802800007,FOSTER ELECTRIC CO LTD,JPN,3651
202305,2019,20191231,67006.0000,DE0005785604,FRESENIUS SE & CO KGAA,DEU,8090
202348,2019,20200331,213250.0000,JP3818400008,FUJITSU GENERAL LTD,JPN,3600
202363,2019,20191231,8937.5710,TW0001219004,FWUSOW INDUSTRY CO,TWN,2040
202546,2019,20190930,21415.0000,ZAE000011953,NETCARE LTD,ZAF,8062
202578,2019,20191231,304290.7370,PHY272571498,GLOBE TELECOM INC,PHL,4812
202579,2019,20200331,308763.0000,JP3274400005,GLORY LTD,JPN,3578
202599,2019,20191231,10763512.0000,KR7006260004,LS CORP,KOR,3357
202625,2019,20190930,2631.2000,GB00B04V1276,GRAINGER PLC,GBR,6500
202632,2019,20191231,93811.6790,CNE100000262,BEIJING NORTH STAR CO LTD,CHN,6500
202634,2019,20191231,31486.4070,TW0001312007,GRAND PACIFIC PETROCHEMICAL,TWN,2860
202646,2019,20200331,138328.2000,INE017A01032,GREAT EASTERN SHIPPING CO,IND,4412
202654,2019,20191231,47300.7370,TW0001210003,GREAT WALL ENTERPRISE CO LTD,TWN,2040
202676,2019,20191231,234697.2550,HK0123000694,YUEXIU PROPERTY CO LTD,HKG,6552
202719,2019,20190930,259694.0000,JP3771800004,HAMAMATSU PHOTONICS KK,JPN,3670
202732,2019,20191231,1088889.8100,KR7000990002,DB HITEK CO LTD,KOR,2870
202742,2019,20191231,24914.0650,BMG2117K1045,CHINA OCEANWIDE HOLDINGS LTD,BMU,6510
202751,2019,20191231,25185009.0000,ID1000126907,JAPFA COMFEED INDONESIA (PT),IDN,0200
202764,2019,20191231,928309.5190,PHY444251177,JG SUMMIT HOLDINGS INC,PHL,9998
202783,2019,20200331,112901.7000,INE573A01042,JK TYRE & INDUSTRIES LTD,IND,3011
202880,2019,20200331,436944.0190,LK0092N00003,JOHN KEELLS HOLDINGS LTD,LKA,9997
202882,2019,20200331,296770.0000,JP3277230003,KEIHIN CORP,JPN,3590
202952,2019,20191231,34703.0820,BRKLBNACNPR9,KLABIN SA,BRA,2631
202989,2019,20200331,203979.0000,JP3375800004,SHINKO ELECTRIC INDUSTRIES,JPN,3674
203024,2019,20191231,134913.9150,CNE1000003K3,JIANGXI COPPER CO LTD,CHN,3330
203036,2019,20200331,1023.7210,GB00B0FYMT95,HELICAL PLC,GBR,6552
203072,2019,20200331,1695280.0000,INE038A01020,HINDALCO INDUSTRIES LTD,IND,3334
203076,2019,20200331,201530.0000,INE030A01027,HINDUSTAN UNILEVER LTD,IND,2840
203146,2019,20191231,110977.3700,BMG5210S1061,JOY CITY PROPERTY LTD,BMU,8741
203177,2019,20191231,3320941.6980,TW0002317005,HON HAI PRECISION IND CO LTD,TWN,3674
203184,2019,20191231,11191.2940,TW0001109007,HSING TA CEMENT CO,TWN,3241
203189,2019,20191231,750.0090,CH0030380734,HUBER & SUHNER AG,CHE,3357
203215,2019,20191231,46606064.0000,KR7012330007,HYUNDAI MOBIS,KOR,3714
203230,2019,20200331,23258.0000,INE133A01011,AKZO NOBEL INDIA LTD,IND,2851
203231,2019,20190630,49441.4210,PK0003101018,ICI PAKISTAN LTD,PAK,2800
203260,2019,20200331,79572.0000,JP3542800002,IMPERIAL HOTEL LTD,JPN,7011
203283,2019,20200331,115182.6000,INE053A01029,INDIAN HOTELS CO LTD,IND,7011
203290,2019,20191231,352004.1110,TW0002357001,ASUSTEK COMPUTER INC,TWN,3570
203401,2019,20191231,67476.0000,BRITSAACNPR7,ITAUSA - INVESTIMENTOS ITAU,BRA,6799
203402,2019,20200331,773670.4000,INE154A01025,ITC LTD,IND,2111
203477,2019,20191231,4538042.3980,KR7011780004,KUMHO PETROCHEMICAL CO LTD,KOR,2820
203480,2019,20191231,44611620.0000,KR7017670001,SK TELECOM CO LTD,KOR,4812
203560,2019,20200331,3081401.3000,INE018A01030,LARSEN & TOUBRO LTD,IND,8711
203649,2019,20191130,1651.3000,GB0007291015,ST MODWEN PROPERTIES PLC,GBR,6552
203652,2019,20200430,1517.1000,GB00B6YTLS95,STAGECOACH GROUP PLC,GBR,4100
203666,2019,20200331,41974923.4430,INE062A01020,STATE BANK OF INDIA,IND,6020
203791,2019,20191231,20801.0160,TW0001609006,TA YA ELEC WIR&CAB,TWN,3357
203819,2019,20191231,1235075.9890,KR7001440007,TAI HAN ELECTRIC WIRE CO LTD,KOR,3357
203827,2019,20191231,44675.2080,TW0001440006,TAINAN SPINNING CO LTD,TWN,2200
203836,2019,20191231,367482.3850,TW0001101004,TAIWAN CEMENT CORP,TWN,3241
203838,2019,20191231,87324.4470,TW0001802007,TAIWAN GLASS INDUSTRY CORP,TWN,3211
203843,2019,20191231,9396.4180,TW0001902005,TAIWAN PULP & PAPER CORP,TWN,2600
203889,2019,20200331,277522.0000,INE092A01019,TATA CHEMICALS LTD,IND,2870
203890,2019,20200331,3221212.6000,INE155A01022,TATA MOTORS LTD,IND,3711
203894,2019,20200331,897481.5000,INE245A01021,TATA POWER CO LTD,IND,4911
203900,2019,20191231,118991.3170,TW0002371002,TATUNG CO,TWN,3651
203913,2019,20191231,50884.6220,BMG6389N1002,NAN HAI CORP LTD,BMU,7812
203919,2019,20191231,99094.4040,TW0001504009,TECO ELECTRIC & MACHINERY,TWN,3600
203930,2019,20191231,523992.7440,TH0375010Z06,TRUE CORP PUB CO LTD,THA,4812
203959,2019,20191231,7082369.0130,KR7018880005,HANON SYSTEMS,KOR,3585
204008,2019,20191231,23855.1820,TW0001702009,NAMCHOW HOLDINGS CO LTD,TWN,2070
204009,2019,20200331,619819.0000,JP3778630008,BANDAI NAMCO HOLDINGS INC,JPN,3944
204029,2019,20190630,16521.3000,AU000000DXS1,DEXUS,AUS,6798
204049,2019,20191231,64789494.0000,KR7000660001,SK HYNIX INC,KOR,3674
204083,2019,20191231,2653049.8750,KR7004370003,NONG SHIM CO LTD,KOR,2090
204124,2019,20200331,450043.0000,JP3305530002,COMSYS HOLDINGS,JPN,1731
204211,2019,20190630,26944.6630,ZAE000030912,NORTHAM PLATINUM LTD,ZAF,1090
204222,2019,20200331,37257292.0000,JP3436100006,SOFTBANK GROUP CORP,JPN,4812
204227,2019,20200331,11422.0000,JP3432400004,SOSHIN ELECTRIC CO,JPN,3670
204350,2019,20200331,1163494.0000,JP3939000000,YAMADA HOLDINGS CO LTD,JPN,5731
204388,2019,20190930,591.1410,GB0001765816,BREWIN DOLPHIN HLDGS PLC,GBR,6211
204671,2019,20191231,704574.0000,CZ0005112300,CEZ AS,CZE,4911
204860,2019,20191231,23353.2280,TW0002331006,ELITEGROUP COMPUTER SYSTEMS,TWN,3571
204867,2019,20200331,817062.0000,INE075A01022,WIPRO LTD,IND,7373
205069,2019,20200331,519.9960,GB0005522007,MCKAY SECURITIES PLC,GBR,6798
205098,2019,20191231,100361.5730,HK0200030994,MELCO INTL DEVELOPMENT LTD,HKG,7990
205120,2019,20191231,14957.0000,NO0004822503,ATEA ASA,NOR,7370
205162,2019,20191231,14460.8750,TREMGTI00012,MIGROS TICARET AS,TUR,5399
205194,2019,20190630,3161.2570,AU000000MIN4,MINERAL RESOURCES LTD,AUS,7389
205210,2019,20200331,1042.8000,GB0004657408,MITIE GROUP PLC,GBR,8744
205280,2019,20200331,133113.0000,INE323A01026,BOSCH LTD,IND,3714
205355,2019,20191231,11572.8530,PG0008579883,OIL SEARCH LTD,PNG,1311
205531,2019,20200331,78050.0000,JP3831400001,BOURBON CORP,JPN,2052
205532,2019,20191231,6095.4650,PHY000221069,A BROWN CO INC BRN,PHL,6552
205534,2019,20191231,29242.5300,PHY123111098,CEBU HOLDINGS INC,PHL,6500
205571,2019,20191231,952444.0000,JP3293200006,COCA-COLA BOTTLERS JAPAN HOL,JPN,2086
205603,2019,20191231,4545247.8360,KR7028050003,SAMSUNG ENGINEERING CO LTD,KOR,8711
205615,2019,20191231,125272.9420,HK0604011236,SHENZHEN INVESTMENT LTD,HKG,6500
205622,2019,20200331,31905.8960,BMG5266H1034,KINGSTON FINANCIAL GROUP LTD,BMU,6159
205651,2019,20190630,46272.9780,MYL6742OO000,YTL POWER INTERNATIONAL BHD,MYS,4941
205655,2019,20191231,762107.8460,KYG2108Y1052,CHINA RESOURCES LAND LTD,CYM,6500
205687,2019,20191231,51978.5430,PLBH00000012,BANK HANDLOWY W WARZAWIE SA,POL,6020
205710,2019,20191231,100386.7350,TW0002362001,CLEVO CO,TWN,3571
205713,2019,20191231,255534.0550,TW0002207008,HOTAI MOTOR CO,TWN,5500
205812,2019,20191231,39409.0000,PLKGHM000017,KGHM POLSKA MIEDZ SA,POL,1000
205827,2019,20200331,29824.9900,KYG9431R1039,WANT WANT CHINA HLDGS LTD,CYM,2000
205874,2019,20191231,46457.8000,BRSBSPACNOR5,COMPANHIA DE SANEAMENTO,BRA,4941
205934,2019,20191231,4839.5970,DE000A0Z2ZZ5,FREENET AG,DEU,4812
205957,2019,20191231,76542.0000,SE0011166974,FABEGE AB,SWE,6552
206012,2019,20191231,72211.5410,PHY7628G1124,SEMIRARA MINING AND POWER CO,PHL,1220
206042,2019,20191231,588386.1010,PHY0001Z1040,ABOITIZ EQUITY VENTURES INC,PHL,4911
206059,2019,20200331,36319.0000,ZAE000015889,NASPERS LTD,ZAF,4888
206182,2019,20191231,177850.3890,TH0471010Y04,IRPC PCL,THA,2911
206197,2019,20200331,2686008.0000,JP3165700000,NTT DATA CORP,JPN,7370
206302,2019,20191231,53145.9540,TW0004915004,PRIMAX ELECTRONICS LTD,TWN,3861
206303,2019,20191231,2762.3780,TW0001724003,TNC INDUSTRIAL CO LTD,TWN,2821
206374,2019,20191231,9996.2520,MYL5681OO001,PETRONAS DAGANGAN,MYS,5172
206379,2019,20191231,169933.0340,TH0481B10Z00,CENTRAL PATTANA PCL,THA,6512
206412,2019,20191231,258.9020,GB0004697420,JKX OIL & GAS PLC,GBR,1311
206413,2019,20190630,435.1000,GB0005746358,MCBRIDE PLC,GBR,2840
206454,2019,20191231,21882348.0000,RU0007661625,GAZPROM PJSC,RUS,2911
206457,2019,20191231,5947050.0000,RU0009024277,OIL CO LUKOIL PJSC,RUS,2911
206468,2019,20191231,728276.0000,RU0008943394,ROSTELECOM PJSC,RUS,4813
206489,2019,20191231,7979.0000,CH0012142631,CLARIANT AG,CHE,2860
206493,2019,20191231,46504.0000,NL0000008977,HEINEKEN HOLDING NV,NLD,2082
206524,2019,20191231,6673.9590,PLBUDMX00013,BUDIMEX SA,POL,1600
206652,2019,20191231,20121767.0000,HU0000061726,OTP BANK PLC,HUN,6020
206703,2019,20191231,1504.8000,DE0007235301,SGL CARBON SE,DEU,3620
206905,2019,20191231,12665.1000,HK1208013172,MMG LTD,HKG,1000
206956,2019,20191231,98895.0000,HK0008011667,PCCW LTD,HKG,4813
206999,2019,20191231,793006.5120,PHY7571C1000,SECURITY BANK CORP (PHL),PHL,6020
207053,2019,20191231,3398.7340,GB0002148343,RATHBONE BROTHERS PLC,GBR,6282
207074,2019,20200331,11659150.0000,INE002A01018,RELIANCE INDUSTRIES LTD,IND,2911
207096,2019,20191231,1631.9190,DE0007042301,RHOEN-KLINIKUM AG,DEU,8060
207126,2019,20191231,767079.0000,PHY7311H1463,RIZAL COMMERCIAL BANK CORP,PHL,6020
207134,2019,20191231,189651.2100,PHY731961264,ROBINSONS LAND CORP,PHL,6500
207164,2019,20191231,254183.7670,TH0128B10Z09,MINOR INTERNATIONAL PCL,THA,7011
207168,2019,20191231,635.3270,GB0007594764,RPS GROUP PLC,GBR,8900
207221,2019,20191231,1985.5930,AU000000RSG6,RESOLUTE MINING LTD,AUS,1040
207229,2019,20191231,999323.1060,LK0090N00007,SAMPATH BANK LTD,LKA,6020
207254,2019,20191231,858.0000,GB00B572ZV91,PHAROS ENERGY PLC,GBR,1311
207261,2019,20190930,111.7710,GB00B18P5K83,TOPPS TILES PLC,GBR,5211
207375,2019,20191231,15687.6410,BRWEGEACNOR0,WEG SA,BRA,3621
207519,2019,20191231,2511.0000,GB00BK1PTB77,AGGREKO PLC,GBR,7359
207869,2019,20191231,1350311.5270,KR7009580002,MOORIM P&P,KOR,2600
