Ticker,description
CHRW,"C.H. Robinson Worldwide, Inc. is a provider of transportation services and logistics solutions through a network of offices operating in North America, Europe, Asia, Australia, New Zealand and South America. The Company's segments include North American Surface Transportation (NAST), Global Forwarding, Robinson Fresh, and All Other and Corporate. The NAST segment provides freight transportation services across North America through a network of offices in the United States, Canada and Mexico. The primary services provided by Global Forwarding segment include ocean freight services, air freight services, and customs brokerage. The Robinson Fresh segment provides sourcing under the trade name Robinson Fresh. The All Other and Corporate segment primarily consists of Managed Services and Other Surface Transportation outside of North America. It develops global transportation and distribution networks to provide transportation and supply chain services throughout the world."
CHTR,"Charter Communications, Inc. (Charter) is a holding company. Charter is a broadband connectivity company and cable operator serving approximately 31 million customers in 41 states through its Spectrum brand. The Company offers a range of residential and business services, including Spectrum Internet, television, mobile and voice. Spectrum Business offers Internet, voice and video services to small and midsize business (SMB) through its fiber coaxial network. Spectrum Enterprise offers communications products and managed service solutions to larger businesses and government entities. The Spectrum Enterprise product portfolio includes Internet access; wide area network (WAN) solutions, including ethernet; software-defined WAN and cloud connectivity services. Spectrum Reach delivers advertising and production for the media landscape. Charter also distribute news coverage, sports and original programming to its customers through Spectrum Networks and Spectrum Originals."
CINF,"Cincinnati Financial Corporation is an insurance holding company. It operates through five segments: Commercial lines insurance, Personal lines insurance, Excess and surplus lines insurance, and Life insurance and Investments. Its Commercial Lines Insurance Segment provides five commercial business lines: commercial casualty, commercial property, commercial auto, workers' compensation and other commercial lines. Its personal lines property insurance segment writes personal lines coverage in accounts that include both auto and homeowner coverages, as well as coverages that are part of its other personal business line. The excess and surplus lines Insurance segment covers business risks with characteristics, such as the nature of the business or its claim history that are difficult to profitably insure in the standard commercial lines market. The life insurance business lines include term life insurance, universal life insurance, worksite products and whole life insurance."
CMCSA,"Comcast Corporation is a media and technology company. The Company has three primary businesses: Comcast Cable, NBCUniversal and Sky. Its Comcast Cable business operates in the Cable Communications segment. Its NBCUniversal business operates in four business segments: Cable Networks, Broadcast Television, Filmed Entertainment and Theme Parks. Its Cable Communications segment consists of the operations of Comcast Cable, which provides Internet, video, voice, wireless, and security and automation services under the XFINITY brand. Its Cable Networks segment consists of a portfolio of national cable networks. Its Broadcast Television segment operates the NBC and Telemundo broadcast networks. Its Filmed Entertainment segment primarily produces, acquires, markets and distributes filmed entertainment. Its Theme Parks segment consists primarily of its Universal theme parks. The Sky primarily includes a direct-to-consumer business, providing video, Internet, voice and wireless phone services."
CME,"CME Group Inc., through its exchanges, provides products across all asset classes, including futures and options based on interest rates, equity indexes, foreign exchange, energy, agricultural products and metals. The Company's segment primarily consists of the Chicago Mercantile Exchange Inc. (CME), Board of Trade of the City of Chicago, Inc. (CBOT), New York Mercantile Exchange, Inc. (NYMEX) and Commodity Exchange, Inc. (COMEX) exchanges. The Company provides electronic trading around the globe on its CME Globex platform. The Company also offers clearing and settlement services across asset classes for exchange-traded and over-the-counter derivatives through its clearinghouses CME Clearing and CME Clearing Europe. It also provides hosting, connectivity and customer support for electronic trading through its co-location services. The Company's CME Direct platform offers side-by-side trading of exchange-listed and privately negotiated markets."
COST,"Costco Wholesale Corporation is engaged in the operation of membership warehouses in the United States and Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Australia, Spain, and through its subsidiaries in Taiwan and Korea. As of August 28, 2016, the Company operated 715 warehouses across the world. The Company's average warehouse space is approximately 144,000 square feet. The Company's warehouses on average operate on a seven-day, 70-hour week. The Company offers merchandise in various categories, which include foods (including dry foods, packaged foods and groceries); sundries (including snack foods, candy, alcoholic and nonalcoholic beverages, and cleaning supplies); hardlines (including appliances, electronics, health and beauty aids, hardware, and garden and patio); fresh foods (including meat, produce, deli and bakery); softlines (including apparel and small appliances), and other (including gas stations and pharmacy)."
CPRT,"Copart, Inc. (Copart) is a provider of online auctions and vehicle remarketing services in the United States, Canada, the United Kingdom, the United Arab Emirates, Oman, Bahrain, Brazil, Ireland, Spain and India. The Company also provides vehicle remarketing services in Germany. The Company operates through two segments: United States and International. The Company provides vehicle sellers with a range of services to process and sell vehicles primarily over the Internet through its virtual bidding third generation Internet auction-style sales technology (VB3). The Company's service offerings include Online Seller Access, Salvage Estimation Services, Estimating Services, End-Of-Life Vehicle Processing, Virtual Insured Exchange (VIX), Transportation Services, Vehicle Inspection Stations, On-Demand Reporting, Department of Motor Vehicle (DMV) Processing, Flexible Vehicle Processing Programs, Buy It Now, Member Network, Sales Process, Copart Dealer Services, CashForCars.com and U-Pull-It."
CSCO,"Cisco Systems, Inc is engaged in designing and selling a range of technologies across networking, security, collaboration, applications and the cloud. It operates through three geographic segments: Americas; Europe, Middle East, and Africa; and Asia Pacific, Japan, and China. Its product and technologies include infrastructure platforms; applications; security and other products. Infrastructure Platforms consists of its core networking technologies of switching, routing, data center products and wireless that are designed to work together to deliver networking capabilities and transport and store data. Application product category consists primarily of software-related offerings that utilize the core networking and data center platforms to provide their functions. Security product category primarily includes unified threat management products, threat security products and Web security products. Its subsidiary, ThousandEyes, Inc., offers Internet and cloud intelligence platform."
CSX,"CSX Corporation is a transportation company. The Company provides rail-based freight transportation services, including traditional rail service and transport of intermodal containers and trailers, as well as other transportation services, such as rail-to-truck transfers and bulk commodity operations. The Company categorizes its products into three primary lines of business: merchandise, intermodal and coal. The Company's intermodal business links customers to railroads through trucks and terminals. The Company's merchandise business consists of shipments in markets, such as agricultural and food products, fertilizers, chemicals, automotive, metals and equipment, minerals and forest products. The Company's coal business transports domestic coal, coke and iron ore to electricity-generating power plants, steel manufacturers and industrial plants, as well as export coal to deep-water port facilities."
CTAS,"Cintas Corporation is a provider of corporate identity uniforms through rental and sales programs, as well as a provider of related business services, including entrance mats, restroom cleaning services and supplies, carpet and tile cleaning services, first aid and safety services and fire protection products and services. Its segments include uniform rental and facility services, and first aid and safety services. Its uniform rental and facility service segment offers services, which include rental and servicing of uniforms and other garments, including flame resistant clothing, mats, mops and shop towels, and other ancillary items. Its first aid and safety service segment offers services, which include first aid and safety products and services. Rental processing plants, rental branches, first aid and safety facilities, fire protection facilities, direct sales offices, distribution centers and manufacturing facilities are all utilized by the businesses included in All Other."
CTSH,"Cognizant Technology Solutions Corporation is a professional services company. The Company operates through four segments: Financial Services, Healthcare, Manufacturing/Retail/Logistics, and Other. The Financial Services segment includes customers providing banking/transaction processing, capital markets and insurance services. The Healthcare segment includes healthcare providers and payers, as well as life sciences customers, including pharmaceutical, biotech and medical device companies. The Manufacturing/Retail/Logistics segment includes manufacturers, retailers, travel and other hospitality customers, as well as customers providing logistics services. The Other segment includes its information, media and entertainment services, communications and high technology operating segments. Its services include consulting and technology services and outsourcing services. Its outsourcing services include application maintenance, IT infrastructure services and business process services."
CTXS,"Citrix Systems, Inc. offers Enterprise and Service Provider products, which include Workspace Services solutions and Delivery Networking products. The Company's Enterprise and Service Provider products include Cloud Services solutions, and related license updates and maintenance, support and professional services. The Company's NetScaler nCore Technology is an architecture that enables execution of multiple packet engines in parallel. The Company's workspace services include Application Virtualization and virtual desktop infrastructure (VDI), Enterprise Mobility Management and Citrix Workspace Suite. The Company's NetScaler ADC is a software-defined application delivery controller (ADC) and load balancer. The Company's Cloud Services include ShareFile and Citrix Cloud. It provides various ways for customers to receive upgrades, support and maintenance for products, which include Software Maintenance, Subscription Advantage, Technical Support Services and Hardware Maintenance."
DISCK,"Discovery, Inc., formerly Discovery Communications, Inc., is a global media company. The Company provides content across multiple distribution platforms, including pay-television (pay-TV), free-to-air (FTA) and broadcast television, Websites, digital distribution arrangements and content licensing agreements. Its segments include U.S. Networks, which consists principally of domestic television networks and digital content services; International Networks, consisting primarily of international television networks and digital content services, and Education and Other, which consists principally of curriculum-based product and service offerings, and production studios. The Company's portfolio of networks includes television brands, such as Discovery Channel, Animal Planet, ID, Velocity and Eurosport. It is also engaged in extending content distribution across various platforms, including brand-aligned Websites, Web-native networks and online streaming."
DISH,"DISH Network Corporation is a holding company. The Company operates through two segments: Pay-TV and Broadband, and Wireless. It offers pay-TV services under the DISH brand and the Sling brand (collectively Pay-TV services). The DISH branded pay-TV service consists of Federal Communications Commission (FCC) licenses authorizing it to use direct broadcast satellite and Fixed Satellite Service spectrum, its owned and leased satellites, receiver systems, third-party broadcast operations, customer service facilities, a leased fiber optic network, in-home service and call center operations, and certain other assets utilized in its operations. The Sling branded pay-TV services consist of live, linear streaming over-the-top Internet-based domestic, international and Latino video programing services. The Company markets broadband services under the dishNET brand. The Company makes investments in the research and development, wireless testing and wireless network infrastructure."
DLTR,"Dollar Tree, Inc. is an operator of discount variety stores. As of January 28, 2017, the Company operated 14,334 stores in 48 states and the District of Columbia, and five Canadian provinces. Its segments include Dollar Tree and Family Dollar. The Dollar Tree segment is the operator of discount variety stores offering merchandise at a fixed price. The Family Dollar segment operates a chain of general merchandise retail discount stores providing consumers with a selection of merchandise in neighborhood stores. Its stores operate under the names of Dollar Tree, Family Dollar and Dollar Tree Canada. As of January 28, 2017, the Dollar Tree segment included 6,360 stores operating under the Dollar Tree and Dollar Tree Canada brands, 11 distribution centers in the United States and two in Canada and a Store Support Center in Chesapeake, Virginia, and 11 distribution centers and a Store Support Center in Matthews, North Carolina under the Family Dollar brand."
DXCM,"Dexcom, Inc. is a medical device company. The Company is primarily focused on the design, development and commercialization of continuous glucose monitoring (CGM) systems for use by people with diabetes and by healthcare providers. Its products include Dexcom G6 and Dexcom Share. The G6 is a CGM system that can be used as part of an integrated system with other compatible medical devices and electronic interfaces, which may include automated insulin dosing systems, insulin pumps, blood glucose meters or other electronic devices used for diabetes management. Its Dexcom Share remote monitoring system, offered for use with its Dexcom system, uses an app on the patient   s iPhone, iPod touch, iPad or Android mobile device to securely and wirelessly transmit glucose information to the cloud and then to apps on the mobile devices of up to five designated recipients, who can remotely monitor a patient   s glucose information and receive alert notifications."
EA,"Electronic Arts Inc. develops, markets, publishes and distributes games, content and services that can be played by consumers on a range of platforms, which include consoles, personal computers (PCs), mobile phones and tablets. The Company's games and services are based on a portfolio of intellectual property that includes established brands, such as FIFA, Madden NFL, Star Wars, Battlefield, the Sims and Need for Speed. The Company markets and sells its games and services through retail channels and through digital distribution channels. The Company's PC games and additional content can be downloaded directly through its Origin online platform, as well as through third-party online download stores. Its mobile, tablet and PC free-to-download games and additional content are available through third-party application storefronts, such as the Apple Application Store and Google Play."
EBAY,"eBay Inc. is a global commerce company, which includes its marketplace platform. The Company   s technologies and services are designed to give buyers choice and relevant inventory and enable sellers to offer their inventory for sale, virtually anytime and anywhere. It develops user interfaces, buyer, seller and developer tools and transaction processing, database and network applications that help enable its users to complete transactions on its sites. The Company   s platforms are accessible through an online experience, iOS and Android mobile devices and its application programming interfaces (APIs). It operates through segment such as Marketplace. Marketplace includes its online marketplace located at its Website and its localized counterparts, including off-platform businesses in South Korea, Japan, and Turkey, as well as its suite of mobile applications."
ENPH,"Enphase Energy, Inc. is a provider of energy management solutions. It is engaged in designing, developing, manufacturing and selling microinverter systems for the solar photovoltaic industry. Its semiconductor-based microinverter system converts direct current (DC) electricity to alternating current (AC) electricity. Its microinverter system consists of four components: Enphase microinverters, the AC Battery, an Envoy gateway and Enlighten cloud-based software. Its Enphase microinverters provide power conversion at the individual solar module level by a digital architecture that incorporates custom application specific integrated circuits (ASIC), specialized power electronics devices, and an embedded software subsystem. Envoy bi-directional communications gateway provides collecting and sending data to Enlighten software. Enlighten cloud-based software provides the capabilities to remotely monitor, manage, and maintain an individual system or a fleet of systems."
EQIX,"Equinix, Inc. (Equinix) operates as a real estate investment trust. The Company connects various companies directly to their customers and partners inside interconnected data centers. It operates through three segments: Americas, EMEA and Asia-Pacific. Its platform Equinix, combines a global footprint of International Business Exchange (IBX) data centers, a range of interconnection solutions, ecosystems and support. Its customers include carriers, mobile and other bandwidth providers, cloud and information technology (IT) services providers, content providers and enterprises. It provides each customer access to a choice of business partners and solutions based on their colocation, interconnection and managed IT service needs. Its colocation offerings include operations space, storage space, cabinets and power for customers' colocation needs inside Equinix's IBX data centers. Its interconnection offerings include Equinix Cloud Exchange, Equinix Performance Hub and Equinix Data Hub."
ETSY,"Etsy, Inc. (Etsy) operates a marketplace where people around the world connect, both online and offline, to make, sell and buy goods. The Company offers a range of seller services and tools that help entrepreneurs start, grow and manage their businesses. The Company's community includes Etsy sellers, Etsy buyers, Etsy employees, its partners and investors. As of December 31, 2016, its platform connected 1.7 million active Etsy sellers and 28.6 million active Etsy buyers. Etsy sellers join its community to participate in its markets to express their creativity. Etsy sellers range from hobbyists to professional merchants, and have a range of personal and professional goals. Its supports a group of artists, makers, designers and collectors from around the world. Its services platform includes seller services, seller tools and education. The Company's seller services include Direct Checkout, Promoted Listings, Shipping Labels and Pattern by Etsy."
EXC,"Exelon Corporation is a utility services holding company. The Company, through its subsidiary, Exelon Generation Company, LLC (Generation), is engaged in the energy generation business. The Company, through its subsidiaries, Commonwealth Edison Company (ComEd), PECO Energy Company (PECO), Baltimore Gas and Electric Company (BGE), Pepco Holdings LLC (PHI), Potomac Electric Power Company (Pepco), Delmarva Power & Light Company (DPL) and Atlantic City Electric Company (ACE), is engaged in the energy delivery businesses. It operates through 12 segments: Generation's six segments: Mid-Atlantic, Midwest, New England, New York, ERCOT and Other Power Regions; ComEd; PECO; BGE, and PHI's three utility segments: Pepco, DPL and ACE. Generation's integrated business consists of the generation, physical delivery and marketing of power across geographical regions through its customer-facing business, Constellation, which sells electricity and natural gas to both wholesale and retail customers."
EXPD,"Expeditors International of Washington, Inc. is a logistics company. The Company is a third-party logistics provider, and purchases cargo space from carriers, including airlines and ocean shipping lines on a volume basis and resells that space to its customers. The Company provides a range of customer solutions, such as order management, time-definite transportation, warehousing and distribution, temperature-controlled transit, cargo insurance and customized logistics solutions. In addition, the Company's Project Cargo unit handles special project shipments that move through a single method or combination of air, ocean, and/or ground transportation. The Company's services include airfreight services, ocean freight and ocean services, and customs brokerage and other services. The Company operates along five geographic areas: the Americas; North Asia; South Asia; Europe, and the Middle East, Africa and India."
EXPE,"Expedia Group, Inc., is an United States-based online travel company. The Company operates through four segments: Core Online Travel Agencies (Core OTA), trivago, Vrbo and Egencia. It has created a global travel marketplace used by a range of leisure and corporate travelers, offline retail travel agents and travel service providers. The Company offers travel and non-travel advertisers access to a source of incremental traffic and transactions through its media and advertising offerings on its transaction-based Websites. The Company also offers third-party pre-assembled package offerings. Expedia Group operates a brand portfolio with worldwide reach, focusing a broad range of travelers, travel suppliers and advertisers. It also market to consumers through a variety of channels, including Internet search and metasearch and social media websites. The Company   s brands, including Brand Expedia, Hotels.com, Vrbo, Expedia Partner Solutions, Egencia, among others."
FANG,"Diamondback Energy, Inc. is an independent oil and natural gas company. The Company focuses on the acquisition, development, exploration and exploitation of unconventional onshore oil and natural gas reserves in the Permian Basin in West Texas. As of December 31, 2016, the Company's total net acreage position in the Permian Basin was approximately 105,894 net acres. As of December 31, 2016, the Company, through its subsidiary, Viper Energy Partners LP (Viper), owned mineral interests underlying approximately 107,568 gross acres primarily in Midland County, Texas in the Permian Basin. The Permian Basin area covers a portion of western Texas and eastern New Mexico. The Company's reserves are located in the Permian Basin of West Texas, in particular in the Clearfork, Spraberry, Wolfcamp, Cline, Strawn and Atoka formations. The Company refers to the Clearfork, Spraberry, Wolfcamp, Strawn and Atoka formations collectively as the Wolfberry play."
FAST,"Fastenal Company is engaged in wholesale distribution of industrial and construction supplies. The Company is engaged in fastener distribution, and non-fastener maintenance and supply business. As of December 31, 2016, it distributed these supplies through a network of approximately 2,500 stores. Its customers are in the manufacturing and non-residential construction markets. The manufacturing market includes both original equipment manufacturers (OEM) and maintenance, repair, and operations (MRO). The non-residential construction market includes general, electrical, plumbing, sheet metal and road contractors. Other users of its products include farmers, truckers, railroads, oil exploration, production and refinement companies, mining companies, federal, state, and local governmental entities, schools and certain retail trades. Its original product offerings are fasteners and other industrial and construction supplies, many of which are sold under the Fastenal product name."
FB,"Facebook, Inc. is focused on building products that enable people to connect and share through mobile devices, personal computers virtual reality headsets, and in-home devices. The Company's products include Facebook, Instagram, Messenger, WhatsApp and Facebook Reality Labs. Facebook enables people to connect, share, discover and communicate with each other on mobile devices and personal computers. Instagram is a place where people can express themselves through photos, videos, and private messaging, and connect with and shop from their favorite businesses and creators. Messenger is a messaging application for people to connect with friends, family, groups, and businesses across platforms and devices. WhatsApp is a messaging application that is used by people around the world to communicate and transact in a private way. Its Facebook Reality Labs offers augmented and virtual reality products, which include Oculus virtual reality technology and content platform."
FFIV,"F5 Networks, Inc. is a developer and provider of software defined application services. The Company is engaged in the development, marketing and sale of application delivery networking products that optimize the security, performance and availability of network applications, servers and storage systems. The Company's geographical segments include the Americas (primarily the United States); Europe, the Middle East, and Africa (EMEA); Japan, and the Asia Pacific region (APAC). The Company's Traffic Management Operating System (TMOS) based offerings include software products for local and global traffic management, network and application security, access management, Web acceleration and various network and application services. These products are available as modules that can run individually or as part of an integrated solution on the Company's purpose-built BIG-IP appliances and VIPRION chassis-based hardware, or as software-only Virtual Editions."
FISV,"Fiserv, Inc. is a global provider of payments and financial services technology solutions. The Company provides account processing and digital banking solutions, card issuer processing and network services, payments, e-commerce, merchant acquiring and processing, and the Clover cloud-based point-of-sale solution. The Company operates through three segments: Merchant Acceptance (Acceptance), Financial Technology (Fintech) and Payments and Network (Payments). Its Acceptance segment offers a wide range of products and services to merchants around the world. Its Fintech segment is engaged in providing financial institutions with the technology solutions they need to run their operations. Its Payments segment offers products and services required to process digital payment transactions. The Company serves clients around the globe, including banks, credit unions, corporates, associates, government, healthcare, other financial institutions and merchants."
FITB,"Fifth Third Bancorp is a bank holding company and a financial holding company. It conducts its principal lending, deposit gathering, transaction processing and service advisory activities through its banking and non-banking subsidiaries from banking centers located throughout the Midwestern and Southeastern regions of the United States. It operates through four segments: Commercial Banking, Branch Banking, Consumer Lending, and Wealth and Asset Management. Its diversifies its loan and lease portfolio by offering a range of loan and lease products with various payment terms and rate structures. It offers commercial and industrial loans, commercial mortgage loans, commercial construction loans, commercial leases, residential mortgage loans, automobile loans, credit card, and other consumer loans and leases. Its offers various types of deposits, such as demand deposits, interest checking deposits, savings deposits, money market deposits, transaction deposits and other time deposits."
FOXA,"Fox Corporation is a news, sports and entertainment company. The Company operates through three segments: Cable Network Programming, Television and Other, Corporate and Eliminations. The Cable Network Programming segment consists of the production and licensing of news and sports content distributed primarily through cable television systems, direct broadcast satellite operators, telecommunication companies and online video distributors, primarily in the United States. The Company   s Television segment consists of the acquisition, marketing and distribution of broadcast network programming nationally under the FOX brand. Its Other, Corporate and Eliminations segment includes FOX Studios lot, which provides television and film production services along with office space, studio operation services."
FTNT,"Fortinet, Inc. is a network security company. The Company provides cyber security solutions to a range of enterprises, service providers and government organizations across the world. Its network security solution consists of FortiGate physical, virtual machine and cloud platforms, which provide integrated security and networking functions to protect data, applications and users from network-and content-level security threats. The Company's product offerings consist of its FortiGate product family, along with its FortiManager central management and FortiAnalyzer central logging and reporting product families. Its cybersecurity platform includes a range of products, which include its FortiMail e-mail security, FortiSandbox advanced threat protection (ATP), FortiWeb Web application firewall, FortiDDos and FortiDB database security appliances, as well as its FortiClient endpoint security software, FortiAP secure wireless access points and FortiSwitch secure switch connectivity products."
GILD,"Gilead Sciences, Inc. is a research-based biopharmaceutical company that discovers, develops and commercializes medicines in areas of unmet medical need. The Company's portfolio of products and pipeline of investigational drugs includes treatments for Human Immunodeficiency Virus/Acquired Immune Deficiency Syndrome (HIV/AIDS), liver diseases, cancer, inflammatory and respiratory diseases and cardiovascular conditions. Its products for HIV/AIDS patients include Descovy, Odefsey, Genvoya, Stribild, Complera/Eviplera, Truvada, Emtriva, Tybost and Vitekta. Its products for patients with liver diseases include Vemlidy, Epclusa, Harvoni, Sovaldi, Viread and Hepsera. It offers Zydelig to patients with hematology/oncology diseases. Its products for patients with various cardiovascular diseases include Letairis, Ranexa and Lexiscan. Its products for various inflammation/respiratory diseases include Cayston and Tamiflu. It had operations in more than 30 countries, as of December 31, 2016."
GOOGL,"Alphabet Inc. is a holding company. The Company's segments include Google and Other Bets. The Company's Google segment includes Google Services and Google Cloud. Its Google Services products and platforms include Android, Chrome, Gmail, Google Drive, Google Maps, Google Photos, Google Play, Search, and YouTube. Its Google Cloud provides enterprise-ready cloud services, including Google Cloud Platform and Google Workspace. Its Google Cloud Platform enables developers to build, test, and deploy applications on its infrastructure. Its Google Workspace collaboration tools include applications like Gmail, Docs, Drive, Calendar, Meet. The Google segment is engaged in advertising, sales of digital content, applications and cloud offerings. Its hardware products include Pixel phones, Chromecast with Google TV and the Google Nest Hub smart display. The Other Bets segment is engaged in the sales of Internet and television services, licensing and research and development (R&D) services."
GRMN,"Garmin Ltd. (Garmin) and subsidiaries offer global positioning system (GPS) navigation and wireless devices and applications. The Company operates through five segments. It offers a range of auto navigation products, as well as a range of products and applications designed for the mobile GPS market. It offers products to consumers around the world, including Outdoor Handhelds, Wearable Devices, Golf Devices, and Dog Tracking and Training/Pet Obedience Devices. It offers a range of products designed for use in fitness and activity tracking. Garmin offers a range of products designed for use in fitness and activity tracking. Its aviation business segment is a provider of solutions to aircraft manufacturers, existing aircraft owners and operators, as well as military and government customers and serves a range of aircraft, including transport aircraft, business aviation, general aviation, experimental/light sport, helicopters, optionally piloted vehicles and unmanned aerial vehicles."
HAS,"Hasbro, Inc. (Hasbro) is a play and entertainment company. The Company's operating segments include the U.S. and Canada, International, and Entertainment and Licensing. From toys and games to content development, including television programming, motion pictures, digital gaming and a consumer products licensing program, Hasbro fulfills the fundamental need for play and connection for children and families around the world. The Company's U.S. and Canada segment is engaged in the marketing and sale of its products in the United States and Canada. The International segment is engaged in the marketing and sale of the Company's product categories to retailers and wholesalers in most countries in Europe, Latin and South America, and the Asia Pacific region and through distributors in those countries where it has no direct presence. The Entertainment and Licensing segment includes the Company's consumer products licensing, digital gaming, television and movie entertainment operations."
HBAN,"Huntington Bancshares Incorporated (Huntington) is a bank holding company. Through its subsidiaries, including its bank subsidiary, The Huntington National Bank (the Bank), the Company provides commercial and consumer banking services, mortgage banking services, automobile financing, recreational vehicle and marine financing, equipment leasing, investment management, trust services, brokerage services, insurance programs, and other financial products and services. Its segments include Consumer and Business Banking, Commercial Banking, Commercial Real Estate and Vehicle Finance, Regional Banking and The Huntington Private Client Group, Home Lending and Treasury/Other. The Bank offers commercial and consumer loans. Its consumer loans include automobile, home equity, residential mortgage, and recreational vehicle (RV) and marine finance loans. It offers demand deposits-noninterest-bearing, demand deposits-interest-bearing, money market deposits, and savings and other domestic deposits."
HOLX,"Hologic, Inc. is a developer, manufacturer and supplier of diagnostics products, medical imaging systems and surgical products with an emphasis on women's health. The Company operates through four segments: Diagnostics, Breast Health, GYN Surgical and Skeletal Health. The diagnostics products include Aptima family of assays, ThinPrep system, the Rapid Fetal Fibronectin Test and Procleix blood screening assays. It offers viral load assays for the quantitation of Hepatitis B Virus (HBV), Hepatitis C Virus (HCV) and Human Immunodeficiency Virus-1 (HIV-1). The Breast Health products include breast imaging and related products and accessories, including digital mammography systems, computer-aided detection (CAD) and breast biopsy guidance systems. The GYN Surgical products include NovaSure Endometrial Ablation System and MyoSure Hysteroscopic Tissue Removal System. The Skeletal Health segment offers Discovery and Horizon X-ray bone densitometers and mini C-arm imaging systems."
HON,"Honeywell International Inc. is a technology and manufacturing company. The Company operates through four segments: Aerospace, Honeywell Building Technologies, Performance Materials and Technologies, and Safety and Productivity Solutions. The Company's Aerospace segment supplies products, software and services for aircraft and vehicles that it sells to original equipment manufacturers (OEMs) and other customers. The Honeywell Building Technologies segment provides products, software, solutions and technologies that helps building owners and occupants to ensure their facilities are safe, energy efficient, sustainable and productive. The Performance Materials and Technologies segment is engaged in developing and manufacturing performance chemicals and materials, process technologies and automation solutions. The Safety and Productivity Solutions segment is engaged in providing products and software to customers that manage productivity, workplace safety and asset performance."
HSIC,"Henry Schein, Inc. is a provider of healthcare products and services primarily to office-based dental and medical practitioners. The Company operates through two segments: healthcare distribution, and technology and value-added services. The healthcare distribution segment distributes consumable products, small equipment, laboratory products, large equipment, equipment repair services, branded and generic pharmaceuticals, vaccines, surgical products, diagnostic tests, infection-control products and vitamins. The technology and value-added services segment provides software, technology and other value-added services to healthcare practitioners. Its technology group offerings include practice management software systems for dental and medical practitioners. The Company provides its services to dental practitioners and laboratories, and physician practices, as well as government and institutional healthcare clinics."
HST,"Host Hotels & Resorts, Inc. (Host Inc.) operates as a self-managed and self-administered real estate investment trust (REIT). The Company operates through hotel ownership segment. The Company owned properties and conducted operations through Host Hotels & Resorts, L.P. (Host L.P.). In addition, it owns non-controlling interests in domestic and international joint ventures. The Company's hotels operate in urban and resort markets either as luxury properties under such brand names as Andaz, Fairmont, Grand Hyatt, JW Marriott, Ritz-Carlton, St. Regis, The Luxury Collection and W, or as upper upscale properties under such brand names as Embassy Suites, Hilton, Hyatt, Marriott, Marriott Marquis, Autograph Collection, Curio - A Collection by Hilton, Marriott Suites, Pullman, Sheraton, Swissotel and Westin."
IDXX,"IDEXX Laboratories, Inc. develops, manufactures and distributes products and provides services for the companion animal veterinary, livestock and poultry, dairy and water testing markets. The Company also sells a line of portable electrolytes and blood gas analyzers for the human point-of-care medical diagnostics market. Its segments include diagnostic and information technology-based products and services for the veterinary market, which the Company refers to as the Companion Animal Group; water quality products; diagnostic products and services for livestock and poultry health, which the Company refers to as Livestock, Poultry and Dairy, and Other operating segment, which combines and presents products for the human point-of-care medical diagnostics market with its pharmaceutical product line and its out-licensing arrangements. Its products and services include point-of-care veterinary diagnostic products, comprising instruments, consumables and rapid assay test kits, among others."
ILMN,"Illumina, Inc. (Illumina) is a provider of sequencing- and array-based solutions for genetic analysis. The Company operates through two segments: Core Illumina and the consolidated variable interest entities (VIEs), which include the activities of GRAIL, Inc. (GRAIL) and Helix Holdings I, LLC (Helix). Core Illumina consists of its core operations. Core Illumina's products and services serve customers in the research, clinical and applied markets, and enable the adoption of a range of genomic solutions. The Company's portfolio of integrated systems, consumables and analysis tools addresses the range of genomic complexity, price points, and throughput, enabling customers to select the solution for their research or clinical challenge. The Company provides reproductive-health solutions, including noninvasive prenatal testing (NIPT), preimplantation genetic screening and diagnosis, and neonatal and genetic health testing."
INCY,"Incyte Corporation is a biopharmaceutical company focused on the discovery, development and commercialization of therapeutics. Its portfolio includes compounds in various stages, ranging from preclinical to late-stage development, and commercialized products, such as JAKAFI (ruxolitinib) and ICLUSIG (ponatinib). JAKAFI (ruxolitinib) is indicated for the treatment of patients with intermediate or high risk myelofibrosis (MF) and for the treatment of patients with polycythemia vera (PV) having had an inadequate response to or are intolerant of hydroxyurea. As of December 31, 2016, the Food and Drug Administration had granted JAKAFI orphan drug status for MF, PV and essential thrombocythemia. The primary target for ICLUSIG is B Cell Receptor-ABL, an abnormal tyrosine kinase that is expressed in chronic myeloid leukemia and Philadelphia-chromosome positive acute lymphoblastic leukemia. The Company also has a portfolio of selective janus associated kinases 1 (JAK1) inhibitors."
INTC,"Intel Corporation is engaged in designing and manufacturing products and technologies. The Company   s segments are Data Center Group (DCG), Internet of Things Group (IOTG), Mobileye, Non-Volatile Memory Solutions Group (NSG) and Programmable Solutions Group (PSG). DCG segment develops workload-optimization platforms for compute, storage and network functions. IOTG segment develops high-performance compute platforms that solve for technology and business use cases that can scale across vertical industries and embedded markets. Mobileye segment provides driving assistance and self-driving solutions. NSG segment provides memory and storage products based on Intel Optane technology and Intel three dimensional (3D) NAND technology. PSG segment offers programmable semiconductors, primarily FPGAs and Application-Specific Integrated Circuits (ASICs) and related products."
