Year,CompanyName,Country,Industry(Exiobase),EnvironmentalIntensity(Sales),Env_intensity,industry_avg,Industry_indicator,industry_avg_year,Industry_indicator_year,Environmental_Growth
2012, RSA INSURANCE GROUP PLC , United Kingdom ," Insurance and pension funding, except compulsory social security (66) ",-0.08%,-0.0008,-0.0017385416666666667,1,-0.0015470588235294118,1,166.66666666666669
2014, RSA INSURANCE GROUP PLC , United Kingdom ," Insurance and pension funding, except compulsory social security (66) ",-0.03%,-0.0003,-0.0017385416666666667,1,-0.001685,1,-62.5
2010, RWE AG , Germany , Production of electricity nec ,-42.14%,-0.4214,-0.8072188235294113,1,-0.7831026315789472,1,
2013, RWE AG , Germany , Production of electricity nec ,-81.94%,-0.8194,-0.8072188235294113,-1,-0.7983071428571427,-1,94.44708115804461
2014, RWE AG , Germany , Production of electricity nec ,-97.10%,-0.971,-0.8072188235294113,-1,-0.7920975609756096,-1,18.50134244569197
2014, RYANAIR HOLDINGS PLC , Ireland , Air transport (62) ,-27.39%,-0.27390000000000003,-0.19551538461538465,-1,-0.21016363636363639,-1,
2015, RYANAIR HOLDINGS PLC , Ireland , Air transport (62) ,-27.90%,-0.27899999999999997,-0.19551538461538465,-1,-0.19411153846153845,-1,1.8619934282584572
2010," RYDER SYSTEM, INC. ", United States , Other land transport ,-3.61%,-0.0361,-0.04101967213114754,1,-0.045257142857142864,1,
2011," RYDER SYSTEM, INC. ", United States , Other land transport ,-2.88%,-0.0288,-0.04101967213114754,1,-0.040162500000000004,1,-20.221606648199455
2012," RYDER SYSTEM, INC. ", United States , Other land transport ,-3.61%,-0.0361,-0.04101967213114754,1,-0.03581,-1,25.347222222222232
2013," RYDER SYSTEM, INC. ", United States , Other land transport ,-3.85%,-0.0385,-0.04101967213114754,1,-0.04396666666666667,1,6.648199445983383
2014," RYDER SYSTEM, INC. ", United States , Other land transport ,-4.15%,-0.0415,-0.04101967213114754,-1,-0.040809090909090906,-1,7.792207792207795
2015," RYDER SYSTEM, INC. ", United States , Other land transport ,-4.11%,-0.041100000000000005,-0.04101967213114754,-1,-0.04311428571428572,1,-0.9638554216867434
2010, S&P GLOBAL INC , United States , Activities auxiliary to financial intermediation (67) ,-0.71%,-0.0070999999999999995,-0.00517882352941176,-1,-0.0044904761904761906,-1,
2011, S&P GLOBAL INC , United States , Activities auxiliary to financial intermediation (67) ,-0.66%,-0.0066,-0.00517882352941176,-1,-0.0068400000000000015,1,-7.042253521126751
2013, S&P GLOBAL INC , United States , Activities auxiliary to financial intermediation (67) ,-0.38%,-0.0038,-0.00517882352941176,1,-0.004893548387096775,1,-42.42424242424242
2014, S&P GLOBAL INC , United States , Activities auxiliary to financial intermediation (67) ,-0.29%,-0.0029,-0.00517882352941176,1,-0.004938235294117648,1,-23.684210526315795
2015, S&P GLOBAL INC , United States , Activities auxiliary to financial intermediation (67) ,-0.26%,-0.0026,-0.00517882352941176,1,-0.005859375,1,-10.344827586206895
2016, S-OIL CORPORATION , South Korea ," Extraction of natural gas and services related to natural gas extraction, excluding surveying ",-22.55%,-0.2255,-0.21921000000000002,-1,-0.14346666666666666,-1,
2010, SACYR SA , Spain , Construction (45) ,-4.25%,-0.0425,-0.042405454545454566,-1,-0.06084310344827586,1,
2011, SACYR SA , Spain , Construction (45) ,-8.17%,-0.0817,-0.042405454545454566,-1,-0.036939285714285716,-1,92.23529411764704
2012, SACYR SA , Spain , Construction (45) ,-22.87%,-0.22870000000000001,-0.042405454545454566,-1,-0.01693731343283583,-1,179.92656058751533
2013, SACYR SA , Spain , Construction (45) ,-9.73%,-0.0973,-0.042405454545454566,-1,-0.041585135135135134,-1,-57.45518146042852
2014, SACYR SA , Spain , Construction (45) ,-28.48%,-0.2848,-0.042405454545454566,-1,-0.04916707317073169,-1,192.70298047276464
2015, SACYR SA , Spain , Construction (45) ,-2.56%,-0.0256,-0.042405454545454566,1,-0.04145624999999999,1,-91.01123595505618
2015, SAFARICOM PLC , Kenya , Post and telecommunications (64) ,-1.33%,-0.013300000000000001,-0.018382111436950142,1,-0.019518571428571434,1,
2016, SAFARICOM PLC , Kenya , Post and telecommunications (64) ,-1.27%,-0.0127,-0.018382111436950142,1,-0.011639999999999996,-1,-4.511278195488733
2013, SAFESTORE HOLDINGS PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-1.54%,-0.0154,-0.0200715181932246,1,-0.025626760563380282,1,
2014, SAFESTORE HOLDINGS PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-1.81%,-0.0181,-0.0200715181932246,1,-0.03286305732484076,1,17.532467532467532
2015, SAGA PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-2.65%,-0.0265,-0.00517882352941176,-1,-0.005859375,-1,
2015, SAHARA INTERNATIONAL PETROCHEMICAL CO SJSC , Saudi Arabia ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-85.25%,-0.8525,-0.23060578947368415,-1,-0.30302500000000004,-1,
2010, SAIPEM SPA , Italy ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",0.32%,0.0032,-0.19797100371747212,1,-0.13494857142857145,1,
2011, SAIPEM SPA , Italy ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",0.44%,0.0044,-0.19797100371747212,1,-0.16747027027027023,1,37.5
2012, SAIPEM SPA , Italy ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",1.84%,0.0184,-0.19797100371747212,1,-0.19493095238095237,1,318.1818181818182
2013, SAIPEM SPA , Italy ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",1.84%,0.0184,-0.19797100371747212,1,-0.20968444444444437,1,0.0
2014, SAIPEM SPA , Italy ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",2.08%,0.0208,-0.19797100371747212,1,-0.17749534883720927,1,13.043478260869556
2015, SAIPEM SPA , Italy ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",2.91%,0.0291,-0.19797100371747212,1,-0.25886415094339627,1,39.90384615384617
2012," SALESFORCE.COM, INC. ", United States , Computer and related activities (72) ,-0.24%,-0.0024,-0.007459477124183003,1,-0.007115384615384616,1,
2013," SALESFORCE.COM, INC. ", United States , Computer and related activities (72) ,-0.25%,-0.0025,-0.007459477124183003,1,-0.008449019607843139,1,4.166666666666674
2014," SALESFORCE.COM, INC. ", United States , Computer and related activities (72) ,-0.28%,-0.0028000000000000004,-0.007459477124183003,1,-0.008566666666666667,1,12.00000000000001
2015," SALESFORCE.COM, INC. ", United States , Computer and related activities (72) ,-0.32%,-0.0032,-0.007459477124183003,1,-0.006508928571428573,1,14.28571428571428
2016," SALESFORCE.COM, INC. ", United States , Computer and related activities (72) ,-0.47%,-0.004699999999999999,-0.007459477124183003,1,-0.005433333333333333,1,46.87499999999998
2012, SALINI IMPREGILO SPA , Italy , Construction (45) ,-6.06%,-0.060599999999999994,-0.042405454545454566,-1,-0.01693731343283583,-1,
2013, SALINI IMPREGILO SPA , Italy , Construction (45) ,-6.88%,-0.0688,-0.042405454545454566,-1,-0.041585135135135134,-1,13.531353135313552
2014, SALINI IMPREGILO SPA , Italy , Construction (45) ,-6.10%,-0.061,-0.042405454545454566,-1,-0.04916707317073169,-1,-11.33720930232558
2012, SAMSUNG C&T CORP , South Korea , Activities of membership organisation n.e.c. (91) ,-4.08%,-0.0408,-0.11756141732283461,1,-0.113075,1,
2010," SAMSUNG ELECTRO-MECHANICS CO., LTD. ", South Korea , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-3.52%,-0.0352,-0.06319178403755871,1,-0.047122000000000004,1,
2011," SAMSUNG ELECTRO-MECHANICS CO., LTD. ", South Korea , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-2.54%,-0.0254,-0.06319178403755871,1,-0.05650816326530612,1,-27.840909090909093
2012," SAMSUNG ELECTRO-MECHANICS CO., LTD. ", South Korea , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-2.64%,-0.0264,-0.06319178403755871,1,-0.05611311475409836,1,3.937007874015741
2013," SAMSUNG ELECTRO-MECHANICS CO., LTD. ", South Korea , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-3.95%,-0.0395,-0.06319178403755871,1,-0.06449189189189189,1,49.62121212121213
2014," SAMSUNG ELECTRO-MECHANICS CO., LTD. ", South Korea , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-4.84%,-0.0484,-0.06319178403755871,1,-0.06420581395348839,1,22.53164556962024
2015," SAMSUNG ELECTRO-MECHANICS CO., LTD. ", South Korea , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-6.25%,-0.0625,-0.06319178403755871,1,-0.07447191011235955,1,29.132231404958688
2016," SAMSUNG ELECTRO-MECHANICS CO., LTD. ", South Korea , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-6.91%,-0.0691,-0.06319178403755871,-1,-0.0852764705882353,1,10.559999999999992
2010, SAMSUNG ELECTRONICS COMPANY LIMITED , South Korea , Manufacture of office machinery and computers (30) ,-2.49%,-0.024900000000000002,-0.014735897435897436,-1,-0.00976451612903226,-1,
2011, SAMSUNG ELECTRONICS COMPANY LIMITED , South Korea , Manufacture of office machinery and computers (30) ,-2.53%,-0.0253,-0.014735897435897436,-1,-0.011394285714285714,-1,1.6064257028112428
2012, SAMSUNG ELECTRONICS COMPANY LIMITED , South Korea , Manufacture of office machinery and computers (30) ,-1.27%,-0.0127,-0.014735897435897436,1,-0.01238235294117647,-1,-49.80237154150198
2013, SAMSUNG ELECTRONICS COMPANY LIMITED , South Korea , Manufacture of office machinery and computers (30) ,-1.18%,-0.0118,-0.014735897435897436,1,-0.016228205128205123,1,-7.0866141732283445
2014, SAMSUNG ELECTRONICS COMPANY LIMITED , South Korea , Manufacture of office machinery and computers (30) ,-1.57%,-0.015700000000000002,-0.014735897435897436,-1,-0.02130227272727273,1,33.05084745762714
2015, SAMSUNG ELECTRONICS COMPANY LIMITED , South Korea , Manufacture of office machinery and computers (30) ,-1.91%,-0.0191,-0.014735897435897436,-1,-0.014506666666666668,-1,21.656050955413985
2016, SAMSUNG ELECTRONICS COMPANY LIMITED , South Korea , Manufacture of office machinery and computers (30) ,-2.21%,-0.022099999999999998,-0.014735897435897436,-1,-0.017116666666666665,-1,15.706806282722518
2012, SAMSUNG ENGINEERING CO. , South Korea , Construction (45) ,-0.53%,-0.0053,-0.042405454545454566,1,-0.01693731343283583,1,
2013, SAMSUNG ENGINEERING CO. , South Korea , Construction (45) ,-0.79%,-0.0079,-0.042405454545454566,1,-0.041585135135135134,1,49.05660377358492
2014, SAMSUNG ENGINEERING CO. , South Korea , Construction (45) ,-0.84%,-0.0084,-0.042405454545454566,1,-0.04916707317073169,1,6.329113924050622
2015, SAMSUNG ENGINEERING CO. , South Korea , Construction (45) ,-0.77%,-0.0077,-0.042405454545454566,1,-0.04145624999999999,1,-8.333333333333325
2010, SAMSUNG HEAVY INDUSTRIES COMPANY LIMITED , South Korea ," Manufacture of motor vehicles, trailers and semi-trailers (34) ",-1.29%,-0.0129,-0.006407253886010365,-1,-0.012239285714285718,-1,
2011, SAMSUNG HEAVY INDUSTRIES COMPANY LIMITED , South Korea ," Manufacture of motor vehicles, trailers and semi-trailers (34) ",-1.38%,-0.0138,-0.006407253886010365,-1,-0.012663333333333334,-1,6.976744186046502
2012, SAMSUNG HEAVY INDUSTRIES COMPANY LIMITED , South Korea ," Manufacture of motor vehicles, trailers and semi-trailers (34) ",-1.04%,-0.0104,-0.006407253886010365,-1,-0.010356250000000001,-1,-24.63768115942029
2013, SAMSUNG HEAVY INDUSTRIES COMPANY LIMITED , South Korea ," Manufacture of motor vehicles, trailers and semi-trailers (34) ",-1.07%,-0.010700000000000001,-0.006407253886010365,-1,-0.010020000000000001,-1,2.8846153846153966
2014, SAMSUNG HEAVY INDUSTRIES COMPANY LIMITED , South Korea ," Manufacture of motor vehicles, trailers and semi-trailers (34) ",-1.27%,-0.0127,-0.006407253886010365,-1,9.705882352941088e-05,-1,18.691588785046708
2015, SAMSUNG HEAVY INDUSTRIES COMPANY LIMITED , South Korea ," Manufacture of motor vehicles, trailers and semi-trailers (34) ",-1.63%,-0.0163,-0.006407253886010365,-1,-0.0019312500000000015,-1,28.346456692913378
2012, SAMSUNG LIFE INSURANCE COMPANY LIMITED , South Korea ," Insurance and pension funding, except compulsory social security (66) ",-0.22%,-0.0022,-0.0017385416666666667,-1,-0.0015470588235294118,-1,
2013, SAMSUNG LIFE INSURANCE COMPANY LIMITED , South Korea ," Insurance and pension funding, except compulsory social security (66) ",-0.20%,-0.002,-0.0017385416666666667,-1,-0.0017666666666666664,-1,-9.090909090909093
2014, SAMSUNG LIFE INSURANCE COMPANY LIMITED , South Korea ," Insurance and pension funding, except compulsory social security (66) ",-0.17%,-0.0017000000000000001,-0.0017385416666666667,1,-0.001685,-1,-14.999999999999991
2015, SAMSUNG LIFE INSURANCE COMPANY LIMITED , South Korea ," Insurance and pension funding, except compulsory social security (66) ",-0.19%,-0.0019,-0.0017385416666666667,-1,-0.002052941176470588,1,11.764705882352944
2010, SAMSUNG SDI COMPANY LIMITED , South Korea , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-5.37%,-0.0537,-0.06319178403755871,1,-0.047122000000000004,-1,
2011, SAMSUNG SDI COMPANY LIMITED , South Korea , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-5.17%,-0.051699999999999996,-0.06319178403755871,1,-0.05650816326530612,1,-3.724394785847307
2012, SAMSUNG SDI COMPANY LIMITED , South Korea , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-4.66%,-0.0466,-0.06319178403755871,1,-0.05611311475409836,1,-9.864603481624744
2013, SAMSUNG SDI COMPANY LIMITED , South Korea , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-5.55%,-0.0555,-0.06319178403755871,1,-0.06449189189189189,1,19.09871244635193
2014, SAMSUNG SDI COMPANY LIMITED , South Korea , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-7.18%,-0.0718,-0.06319178403755871,-1,-0.06420581395348839,-1,29.36936936936938
2015, SAMSUNG SDI COMPANY LIMITED , South Korea , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-5.14%,-0.051399999999999994,-0.06319178403755871,1,-0.07447191011235955,1,-28.412256267409486
2010, SAMSUNG SECURITIES CO LTD , South Korea ," Financial intermediation, except insurance and pension funding (65) ",-0.08%,-0.0008,-0.0200715181932246,1,-0.006401886792452835,1,
2011, SAMSUNG SECURITIES CO LTD , South Korea ," Financial intermediation, except insurance and pension funding (65) ",-0.08%,-0.0008,-0.0200715181932246,1,-0.00983818181818182,1,0.0
2013, SAMSUNG SECURITIES CO LTD , South Korea ," Financial intermediation, except insurance and pension funding (65) ",-0.17%,-0.0017000000000000001,-0.0200715181932246,1,-0.025626760563380282,1,112.5
2014, SAMSUNG SECURITIES CO LTD , South Korea ," Financial intermediation, except insurance and pension funding (65) ",-0.14%,-0.0014000000000000002,-0.0200715181932246,1,-0.03286305732484076,1,-17.647058823529406
2015, SAMSUNG SECURITIES CO LTD , South Korea ," Financial intermediation, except insurance and pension funding (65) ",-0.11%,-0.0011,-0.0200715181932246,1,-0.013258677685950414,1,-21.42857142857143
2014, SAN FU CHEMICAL CO LTD , Taiwan , Chemicals nec ,-4.82%,-0.0482,-0.14181476793248943,1,-0.14667000000000002,1,
2015, SAN FU CHEMICAL CO LTD , Taiwan , Chemicals nec ,-5.77%,-0.057699999999999994,-0.14181476793248943,1,-0.19513555555555556,1,19.709543568464728
2010, SANDVIK AB , Sweden ," Manufacture of fabricated metal products, except machinery and equipment (28) ",-1.59%,-0.0159,-0.022183805668016202,1,0.00013142857142857598,-1,
2011, SANDVIK AB , Sweden ," Manufacture of fabricated metal products, except machinery and equipment (28) ",-1.10%,-0.011000000000000001,-0.022183805668016202,1,-0.007136842105263155,-1,-30.817610062893074
2012, SANDVIK AB , Sweden ," Manufacture of fabricated metal products, except machinery and equipment (28) ",-1.02%,-0.0102,-0.022183805668016202,1,-0.0248675,1,-7.272727272727275
2013, SANDVIK AB , Sweden ," Manufacture of fabricated metal products, except machinery and equipment (28) ",-0.79%,-0.0079,-0.022183805668016202,1,-0.027765116279069767,1,-22.549019607843135
2014, SANDVIK AB , Sweden ," Manufacture of fabricated metal products, except machinery and equipment (28) ",-0.99%,-0.009899999999999999,-0.022183805668016202,1,-0.034148780487804876,1,25.31645569620251
2015, SANDVIK AB , Sweden ," Manufacture of fabricated metal products, except machinery and equipment (28) ",-1.08%,-0.0108,-0.022183805668016202,1,-0.03397954545454545,1,9.090909090909104
2010, SANLAM LIMITED , South Africa ," Insurance and pension funding, except compulsory social security (66) ",-0.31%,-0.0031,-0.0017385416666666667,-1,-0.0019000000000000002,-1,
2012, SANLAM LIMITED , South Africa ," Insurance and pension funding, except compulsory social security (66) ",-0.22%,-0.0022,-0.0017385416666666667,-1,-0.0015470588235294118,-1,-29.032258064516125
2013, SANLAM LIMITED , South Africa ," Insurance and pension funding, except compulsory social security (66) ",-0.15%,-0.0015,-0.0017385416666666667,1,-0.0017666666666666664,1,-31.818181818181824
2014, SANLAM LIMITED , South Africa ," Insurance and pension funding, except compulsory social security (66) ",-0.18%,-0.0018,-0.0017385416666666667,-1,-0.001685,-1,19.999999999999996
2015, SANLAM LIMITED , South Africa ," Insurance and pension funding, except compulsory social security (66) ",-0.23%,-0.0023,-0.0017385416666666667,-1,-0.002052941176470588,-1,27.77777777777779
2010, SANOFI S.A. , France ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-1.34%,-0.0134,-0.01728222891566265,1,-0.011208510638297869,-1,
2011, SANOFI S.A. , France ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-1.37%,-0.0137,-0.01728222891566265,1,-0.011722222222222219,-1,2.238805970149249
2012, SANOFI S.A. , France ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-1.24%,-0.0124,-0.01728222891566265,1,-0.015482692307692305,1,-9.489051094890522
2013, SANOFI S.A. , France ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-1.17%,-0.011699999999999999,-0.01728222891566265,1,-0.01868518518518519,1,-5.645161290322587
2014, SANOFI S.A. , France ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-1.29%,-0.0129,-0.01728222891566265,1,-0.020036206896551726,1,10.256410256410264
2015, SANOFI S.A. , France ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-1.42%,-0.014199999999999999,-0.01728222891566265,1,-0.023799999999999995,1,10.077519379844958
2010, SANTAM LIMITED , South Africa ," Insurance and pension funding, except compulsory social security (66) ",-0.11%,-0.0011,-0.0017385416666666667,1,-0.0019000000000000002,1,
2011, SANTAM LIMITED , South Africa ," Insurance and pension funding, except compulsory social security (66) ",-0.14%,-0.0014000000000000002,-0.0017385416666666667,1,-0.0014555555555555556,1,27.272727272727295
2012, SANTAM LIMITED , South Africa ," Insurance and pension funding, except compulsory social security (66) ",-0.13%,-0.0013,-0.0017385416666666667,1,-0.0015470588235294118,1,-7.142857142857162
2013, SANTAM LIMITED , South Africa ," Insurance and pension funding, except compulsory social security (66) ",-0.15%,-0.0015,-0.0017385416666666667,1,-0.0017666666666666664,1,15.384615384615397
2014, SANTAM LIMITED , South Africa ," Insurance and pension funding, except compulsory social security (66) ",-0.13%,-0.0013,-0.0017385416666666667,1,-0.001685,1,-13.333333333333341
2015, SANTAM LIMITED , South Africa ," Insurance and pension funding, except compulsory social security (66) ",-0.16%,-0.0016,-0.0017385416666666667,1,-0.002052941176470588,1,23.076923076923084
2010, SANTEN PHARMACEUTICAL COMPANY LIMITED , Japan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-0.75%,-0.0075,-0.01728222891566265,1,-0.011208510638297869,1,
2011, SANTEN PHARMACEUTICAL COMPANY LIMITED , Japan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-0.69%,-0.0069,-0.01728222891566265,1,-0.011722222222222219,1,-7.9999999999999964
2012, SANTEN PHARMACEUTICAL COMPANY LIMITED , Japan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-0.74%,-0.0074,-0.01728222891566265,1,-0.015482692307692305,1,7.246376811594213
2013, SANTEN PHARMACEUTICAL COMPANY LIMITED , Japan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-0.84%,-0.0084,-0.01728222891566265,1,-0.01868518518518519,1,13.513513513513509
2014, SANTEN PHARMACEUTICAL COMPANY LIMITED , Japan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-0.71%,-0.0070999999999999995,-0.01728222891566265,1,-0.020036206896551726,1,-15.476190476190476
2015, SANTEN PHARMACEUTICAL COMPANY LIMITED , Japan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-0.68%,-0.0068000000000000005,-0.01728222891566265,1,-0.023799999999999995,1,-4.22535211267604
2010, SANTOS LIMITED , Australia ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",-46.78%,-0.4678,-0.19797100371747212,-1,-0.13494857142857145,-1,
2011, SANTOS LIMITED , Australia ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",-37.70%,-0.377,-0.19797100371747212,-1,-0.16747027027027023,-1,-19.41000427533134
2012, SANTOS LIMITED , Australia ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",-18.25%,-0.1825,-0.19797100371747212,1,-0.19493095238095237,1,-51.59151193633953
2013, SANTOS LIMITED , Australia ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",-27.72%,-0.2772,-0.19797100371747212,-1,-0.20968444444444437,-1,51.89041095890412
2014, SANTOS LIMITED , Australia ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",-40.23%,-0.4023,-0.19797100371747212,-1,-0.17749534883720927,-1,45.12987012987013
2015, SANTOS LIMITED , Australia ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",-52.28%,-0.5228,-0.19797100371747212,-1,-0.25886415094339627,-1,29.952771563509838
2012, SANWA HOLDINGS CORP , Japan , Construction (45) ,-0.21%,-0.0021,-0.042405454545454566,1,-0.01693731343283583,1,
2013, SANWA HOLDINGS CORP , Japan , Construction (45) ,-0.23%,-0.0023,-0.042405454545454566,1,-0.041585135135135134,1,9.523809523809534
2014, SANWA HOLDINGS CORP , Japan , Construction (45) ,-0.25%,-0.0025,-0.042405454545454566,1,-0.04916707317073169,1,8.695652173913038
2015, SANWA HOLDINGS CORP , Japan , Construction (45) ,-0.27%,-0.0027,-0.042405454545454566,1,-0.04145624999999999,1,8.000000000000007
2016, SANWA HOLDINGS CORP , Japan , Construction (45) ,-0.23%,-0.0023,-0.042405454545454566,1,-0.06524347826086956,1,-14.814814814814826
2010, SANYO CHEMICAL INDUSTRIES LIMITED , Japan , Chemicals nec ,-6.75%,-0.0675,-0.14181476793248943,1,-0.1261225806451613,1,
2011, SANYO CHEMICAL INDUSTRIES LIMITED , Japan , Chemicals nec ,-6.18%,-0.061799999999999994,-0.14181476793248943,1,-0.12065999999999999,1,-8.444444444444454
2012, SANYO CHEMICAL INDUSTRIES LIMITED , Japan , Chemicals nec ,-6.60%,-0.066,-0.14181476793248943,1,-0.11942702702702702,1,6.796116504854388
2013, SANYO CHEMICAL INDUSTRIES LIMITED , Japan , Chemicals nec ,-8.20%,-0.08199999999999999,-0.14181476793248943,1,-0.14253421052631582,1,24.24242424242422
2014, SANYO CHEMICAL INDUSTRIES LIMITED , Japan , Chemicals nec ,-8.57%,-0.0857,-0.14181476793248943,1,-0.14667000000000002,1,4.5121951219512235
2015, SANYO CHEMICAL INDUSTRIES LIMITED , Japan , Chemicals nec ,-8.92%,-0.0892,-0.14181476793248943,1,-0.19513555555555556,1,4.084014002333736
2014, SAO MARTINHO SA , Brazil , Processing of Food products nec ,-26.30%,-0.263,-0.054933454545454535,-1,-0.05645925925925926,-1,
2015, SAO MARTINHO SA , Brazil , Processing of Food products nec ,-27.49%,-0.2749,-0.054933454545454535,-1,-0.07583728813559322,-1,4.524714828897336
2010, SAP SE , Germany , Computer and related activities (72) ,-0.39%,-0.0039000000000000003,-0.007459477124183003,1,-0.006941666666666666,1,
2011, SAP SE , Germany , Computer and related activities (72) ,-0.35%,-0.0034999999999999996,-0.007459477124183003,1,-0.00786923076923077,1,-10.256410256410275
2012, SAP SE , Germany , Computer and related activities (72) ,-0.28%,-0.0028000000000000004,-0.007459477124183003,1,-0.007115384615384616,1,-19.999999999999986
2013, SAP SE , Germany , Computer and related activities (72) ,-0.26%,-0.0026,-0.007459477124183003,1,-0.008449019607843139,1,-7.142857142857162
2014, SAP SE , Germany , Computer and related activities (72) ,-0.42%,-0.0042,-0.007459477124183003,1,-0.008566666666666667,1,61.53846153846154
2015, SAP SE , Germany , Computer and related activities (72) ,-0.53%,-0.0053,-0.007459477124183003,1,-0.006508928571428573,1,26.190476190476208
2016, SAP SE , Germany , Computer and related activities (72) ,-0.34%,-0.0034000000000000002,-0.007459477124183003,1,-0.005433333333333333,1,-35.849056603773576
2010, SAPPORO HOLDINGS LIMITED , Japan , Manufacture of beverages ,-1.18%,-0.0118,-0.04284459459459458,1,-0.03186190476190476,1,
2011, SAPPORO HOLDINGS LIMITED , Japan , Manufacture of beverages ,-1.07%,-0.010700000000000001,-0.04284459459459458,1,-0.029554999999999998,1,-9.32203389830507
2013, SAPPORO HOLDINGS LIMITED , Japan , Manufacture of beverages ,-1.99%,-0.0199,-0.04284459459459458,1,-0.05100416666666666,1,85.98130841121494
2014, SAPPORO HOLDINGS LIMITED , Japan , Manufacture of beverages ,-2.03%,-0.0203,-0.04284459459459458,1,-0.0460409090909091,1,2.010050251256268
2015, SAPPORO HOLDINGS LIMITED , Japan , Manufacture of beverages ,-1.87%,-0.0187,-0.04284459459459458,1,-0.05152857142857144,1,-7.881773399014769
2016, SAPPORO HOLDINGS LIMITED , Japan , Manufacture of beverages ,-1.76%,-0.0176,-0.04284459459459458,1,-0.021933333333333332,1,-5.882352941176472
2010, SARACEN MINERAL HOLDINGS LIMITED , Australia , Mining of other non-ferrous metal ores and concentrates ,-29.25%,-0.2925,-0.3063383999999999,1,-0.29208571428571434,-1,
2011, SARACEN MINERAL HOLDINGS LIMITED , Australia , Mining of other non-ferrous metal ores and concentrates ,-12.42%,-0.1242,-0.3063383999999999,1,-0.2673333333333333,1,-57.53846153846154
2012, SARACEN MINERAL HOLDINGS LIMITED , Australia , Mining of other non-ferrous metal ores and concentrates ,-12.63%,-0.1263,-0.3063383999999999,1,-0.28771052631578947,1,1.6908212560386326
2013, SARACEN MINERAL HOLDINGS LIMITED , Australia , Mining of other non-ferrous metal ores and concentrates ,-15.70%,-0.157,-0.3063383999999999,1,-0.34987727272727265,1,24.307205067300085
2014, SARACEN MINERAL HOLDINGS LIMITED , Australia , Mining of other non-ferrous metal ores and concentrates ,-15.16%,-0.1516,-0.3063383999999999,1,-0.31503181818181814,1,-3.4394904458598607
2015, SARACEN MINERAL HOLDINGS LIMITED , Australia , Mining of other non-ferrous metal ores and concentrates ,-14.33%,-0.1433,-0.3063383999999999,1,-0.31404347826086954,1,-5.474934036939317
2010, SARAS , Italy ," Extraction of natural gas and services related to natural gas extraction, excluding surveying ",-12.36%,-0.12359999999999999,-0.21921000000000002,1,-0.1665428571428572,1,
2011, SARAS , Italy ," Extraction of natural gas and services related to natural gas extraction, excluding surveying ",-9.69%,-0.0969,-0.21921000000000002,1,-0.1345,1,-21.601941747572805
2012, SARTORIUS AG , Germany ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-0.94%,-0.009399999999999999,-0.01728222891566265,1,-0.015482692307692305,1,
