ISIN,CompanyName,Country
NO0003921009,DNO ASA,Norway
ZAE000177218,ATTACQ,South Africa
JP3769000005,HACHIJUNI BANK LTD,Japan
KR7005940002,NH INVESTMENT & SECURITIES CO LTD,South Korea
KR7016360000,SAMSUNG SECURITIES CO LTD,South Korea
CH0001347498,EDMOND DE ROTHSCHILD SUISSE SA,Switzerland
BRBBDCACNPR8,BANCO BRADESCO S.A.,Brazil
AU000000BWP3,BWP TRUST,Australia
SE0012454072,AVANZA BANK HOLDING AB,Sweden
CA7800871021,ROYAL BANK OF CANADA,Canada
JP3165000005,SOMPO HOLDINGS INC,Japan
GB00BYQ0JC66,BEAZLEY PLC,United Kingdom
IE00B010DT83,C&C GROUP PUBLIC LIMITED COMPANY,Ireland
TW0006182009,WAFER WORKS CORP.,Taiwan
ES0143416115,SIEMENS GAMESA RENEWABLE ENERGY SA,Spain
DE0006757008,AUDI AG,Germany
JP3778630008,BANDAI NAMCO HOLDINGS INC,Japan
INE092A01019,TATA CHEMICALS LIMITED,India
CNE1000015M3,LOMON BILLIONS GROUP CO LTD,China
KR7011780004,KUMHO PETRO CHEMICAL CO LTD,South Korea
KR7009830001,HANWHA CHEMICAL,South Korea
AU000000WHC8,WHITEHAVEN COAL LTD,Australia
TW0002712007,FAR GLORY HOTEL CO LTD,Taiwan
DE0005909006,BILFINGER SE,Germany
US2655041000,DUNKIN BRANDS GROUP INC,United States
US03965L1008,ARCONIC INC,United States
TW0001902005,TAIWAN PULP & PAPER CORPORATION,Taiwan
JP3753400005,NOF CORPORATION,Japan
LK0348N00009,DIALOG AXIATA PUBLIC LIMITED COMPANY,Sri Lanka
BRSMTOACNOR3,SAO MARTINHO SA,Brazil
ZAE000118279,PIONEER FOOD GROUP LIMITED,South Africa
ZAE000071080,TIGER BRANDS LTD,South Africa
MX01LA040003,GRUPO LALA SAB DE CV,Mexico
GB00BLP5YB54,ATLANTICA YIELD PLC,Spain
ES0125220311,ACCIONA SA,Spain
US05379B1070,AVISTA CORPORATION,United States
KR7183190008,ASIA CEMENT CO LTD,South Korea
ZAE000013181,ANGLO AMERICAN PLATINUM LTD,South Africa
US20451N1019,COMPASS MINERALS INTERNATIONAL INC,United States
MX01MF010000,MINERA FRISCO SAB DE CV,Mexico
JP3601800000,TOHO TITANIUM CO LTD,Japan
TW0008341009,SUNNY FRIEND ENVIRONMENTAL TECHNOLOGY CO LTD,Taiwan
PHY1231D1038,CEBU PROPERTY VENTURES & DEVELOPMENT CORPORATION,Philippines
AU0000027484,ARDENT LEISURE GROUP LTD,Australia
AU000000WOW2,WOOLWORTHS GROUP LTD,Australia
GB0030927254,ASOS PLC,United Kingdom
JP3388200002,AEON COMPANY LIMITED,Japan
JP3970300004,RECRUIT HOLDINGS CO LTD,Japan
US44925C1036,"ICF INTERNATIONAL, INC.",United States
GB0008475088,ROBERT WALTERS PLC,United Kingdom
 JP3429800000 ,ANA HOLDINGS INC,Japan
NL0010583399,CORBION NV,Netherlands
PHY569991086,MANILA WATER COMPANY INCORPORATION,Philippines
 BMG3922B1072 ,GENPACT LIMITED,United States
US0185811082,ALLIANCE DATA SYSTEMS CORPORATION,United States
 GB00BBG9VN75 ,AVEVA GROUP PLC,United Kingdom
INE549A01026,HINDUSTAN CONSTRUCTION COMPANY LTD,India
ZAE000009932,WILSON BAYLY HOLMES - OVCON LIMITED,South Africa
GB00B3Y2J508,GALLIFORD TRY PLC,United Kingdom
JP3305530002,COMSYS HOLDINGS CORPORATION,Japan
US12653C1080,CNX RESOURCES CORP,United States
MYL5681OO001,PETRONAS DAGANGAN BERHAD,Malaysia
CA26154A1066,DREAM GLOBAL REAL ESTATE INVESTMENT TRUST,Canada
CA26153P1045,DREAM OFFICE REAL ESTATE INVESTMENT TRUST,Canada
 GB00B1N7Z094 ,SAFESTORE HOLDINGS PLC,United Kingdom
 GB0002869419 ,BIG YELLOW GROUP PLC,United Kingdom
 NZKPGE0001S9 ,KIWI PROPERTY GROUP LTD,New Zealand
 GB00B06QFB75 ,IG GROUP HOLDINGS PLC,United Kingdom
 GB0002148343 ,RATHBONE BROTHERS PLC,United Kingdom
GB00B8HX8Z88,MEDICLINIC INTERNATIONAL PLC,South Africa
GB00B5BT0K07,AON PLC,United Kingdom
JP3539220008,T&D HOLDINGS INCORPORATED,Japan
JP3381000003,NIPPON STEEL CORP,Japan
 US60871R2094 ,MOLSON COORS BREWING COMPANY,United States
 TW0006147002 ,CHIPBOND TECHNOLOGY CORP,Taiwan
JP3580200008,TOKYO SEIMITSU CO LTD,Japan
DE000A0WMPJ6,AIXTRON SE,Germany
TW0003416004,WINMATE INC,Taiwan
US6907684038,OWENS-ILLINOIS INCORPORATED,United States
 GB00B3FLWH99 ,BODYCOTE PLC,United Kingdom
 SE0000667891 ,SANDVIK AB,Sweden
TW0004526009,TONGTAI MACHINE & TOOL CO LTD,Taiwan
NL0011375019,STEINHOFF INTERNATIONAL HOLDINGS NV,South Africa
JP3827600002,FURUKAWA BATTERY COMPANY LIMITED (THE),Japan
 JP3738600000 ,NGK SPARK PLUG CO LTD,Japan
 DE0007856023 ,ELRINGKLINGER AG,Germany
 JP3635400009 ,TOYOTA BOSHOKU CORPORATION,Japan
 GB0000946276 ,CONSORT MEDICAL PLC,United Kingdom
INE101A01026,MAHINDRA & MAHINDRA LIMITED,India
JP3814000000,FUJIFILM HOLDINGS CORPORATION,Japan
 JP3733000008 ,NEC CORPORATION,Japan
 CA3759161035 ,GILDAN ACTIVEWEAR INC.,Canada
IT0003874101,PRADA S.P.A.,Italy
INE585A01020,NATIONAL PEROXIDE LIMITED,India
 TW0001314003 ,CHINA PETROCHEMICAL DEVELOPMENT CORPORATION,Taiwan
MYL5183OO008,PETRONAS CHEMICALS GROUP BHD,Malaysia
TW0001718005,CHINA MAN MADE FIBER CORPORATION,Taiwan
TH1027010004,INDORAMA VENTURES PCL,Thailand
TH1074010006,PTT GLOBAL CHEMICAL PUBLIC COMPANY LIMITED,Thailand
 JP3621000003 ,"TORAY INDUSTRIES, INC.",Japan
TH0148A10Z06,BANPU PCL,Thailand
CA2506691088,DETOUR GOLD CORPORATION,Canada
 TW0002633005 ,TAIWAN HIGH SPEED RAIL CORPORATION,Taiwan
 IT0003506190 ,ATLANTIA SPA,Italy
 BMG1744V1037 ,CAFE DE CORAL HOLDINGS LTD.,Hong Kong
 GB00B1KJJ408 ,WHITBREAD PLC,United Kingdom
 GB0009697037 ,BABCOCK INTERNATIONAL GROUP PLC,United Kingdom
 GB00BYN59130 ,DOMINO'S PIZZA GROUP PLC,United Kingdom
 FI0009005987 ,UPM-KYMMENE OYJ,Finland
 US2575592033 ,DOMTAR CORPORATION,United States
JP3493800001,DAI NIPPON PRINTING COMPANY LIMITED,Japan
OM0000003026,OMAN TELECOMMUNICATIONS COMPANY SAOG,Oman
SI0031104290,TELEKOM SLOVENIJE DD,Slovenia
 ES0112501012 ,EBRO FOODS SA,Spain
 TW0001216000 ,UNI PRESIDENT ENTERPRISES CORPORATION,Taiwan
TW0001210003,GREATWALL ENTEPRISE COMPANY LIMITED,Taiwan
TH0834010009,GLOW ENERGY PUBLIC COMPANY LIMITED,Thailand
PLPGER000010,PGE POLSKA GRUPA ENERGETYCZNA SA,Poland
PLENEA000013,ENEA SA,Poland
US5526901096,MDU RESOURCES GROUP INC,United States
NZMRPE0001S2,MERCURY NZ LTD,New Zealand
CH0130293662,BKW AG,Switzerland
 TW0001109007 ,HSING TA CEMENT COMPANY LIMITED,Taiwan
 DE0006047004 ,HEIDELBERGCEMENT AG,Germany
TW0009930008,CHC RESOURCES CORP,Taiwan
HK0083000502,SINO LAND CO LIMITED,Hong Kong
 SG1S83002349 ,UOL GROUP LIMITED,Singapore
 CH0008837566 ,ALLREAL HOLDING AG,Switzerland
 GRS419003009 ,GREEK ORGANISATION OF FOOTBALL PROGNOSTICS SA,Greece
 IE00B00MZ448 ,GRAFTON GROUP PLC,Ireland
US95082P1057,"WESCO INTERNATIONAL, INC.",United States
US0893021032,"BIG LOTS, INC.",United States
 FR0000125585 ,"CASINO, GUICHARD-PERRACHON ET CIE",France
 GB00B18P5K83 ,TOPPS TILES PLC,United Kingdom
 GB00B61TVQ02 ,INCHCAPE PLC,United Kingdom
 JP3243600008 ,CANON MARKETING JAPAN INC,Japan
FR0000121204,WENDEL SE,France
ZAE000117321,BIDVEST GROUP LIMITED,South Africa
CA9604105044,WESTJET AIRLINES LIMITED,Canada
AT00000VIE62,FLUGHAFEN WIEN AG,Austria
CA12532H1047,CGI INC,Canada
US04247X1028,ARMSTRONG WORLD INDUSTRIES INC,United States
MYL1651OO008,MALAYSIAN RESOURCES CORPORATION BERHAD,Malaysia
AU000000KAR6,KAROON ENERGY LTD,Australia
AU000000ORG5,ORIGIN ENERGY LIMITED,Australia
FR0000033409,SOCIETE FONCIERE LYONNAISE,France
TW0002884004,E SUN FINANCIAL HOLDING COMPANY LIMITED,Taiwan
RU0009029540,SBERBANK ROSSII PAO,Russia
JP3502200003,DAIWA SECURITIES GROUP INCORPORATED,Japan
INE043D01016,IDFC LIMITED,India
JP3890310000,"MS&AD INSURANCE GROUP HOLDINGS, INCORPORATED",Japan
GB00BGXQNP29,PHOENIX GROUP HOLDINGS PLC,United Kingdom
SE0000171100,SSAB SVENSKT STAL AKTIEBOLAGET,Sweden
TRAAEFES91A9,ANADOLU EFES BIRACILIK VE MALT SANAYII AS,Turkey
INE175A01038,JAIN IRRIGATION SYSTEMS LIMITED,India
US50060P1066,KOPPERS HOLDINGS INC.,United States
GB00B61D2N63,ACACIA MINING PLC,United Kingdom
AU000000DMP0,DOMINO'S PIZZA ENTERPRISES LIMITED,Australia
US4586653044,INTERFACE INCORPORATED,United States
SE0011090018,HOLMEN AB,Sweden
JP3629000005,TOPPAN PRINTING CO LTD,Japan
PTPTC0AM0009,PHAROL SGPS SA,Portugal
ZAE000049433,AVI LIMITED,South Africa
CA14042M1023,CAPITAL POWER CORP,Canada
IT0001207098,ACEA SPA,Italy
DE0005501357,AXEL SPRINGER AG,Germany
TW0001109007,HSING TA CEMENT COMPANY LIMITED,Taiwan
US1844961078,"CLEAN HARBORS, INC.",United States
KR7068270008,"CELLTRION, INCORPORATION",South Korea
CA4442181018,HUDSON'S BAY CO,Canada
SE0000584948,CLAS OHLSON AB,Sweden
SE0000652216,ICA GRUPPEN AB,Sweden
GB00B61TVQ02,INCHCAPE PLC,United Kingdom
KR7000880005,HANWHA CORPORATION,South Korea
SG1V61937297,SINGAPORE AIRLINES LIMITED,Singapore
US9092143067,UNISYS CORPORATION,United States
FI0009000277,TIETO OYJ,Finland
DK0010218429,BANG & OLUFSEN AS,Denmark
NL0013332471,TOMTOM N.V.,Netherlands
JP3528600004,CHIYODA CORP,Japan
CA1125851040,BROOKFIELD ASSET MANAGEMENT INCORPORATED,Canada
TH0015010000,SIAM COMMERCIAL BANK PUBLIC COMPANY LIMITED (THE),Thailand
ES0113860A34,BANCO SABADELL,Spain
KR7024110009,INDUSTRIAL BANK OF KOREA,South Korea
TW0003026001,HOLY STONE ENTERPRISE COMPANY LIMITED,Taiwan
KR7060980000,HALLA HOLDINGS CORP,South Korea
INE155A01022,TATA MOTORS LIMITED,India
AU000000IVC8,INVOCARE LTD,Australia
IL0010834849,PARTNER COMMUNICATIONS COMPANY  LIMITED,Israel
PTSNC0AM0006,SONAECOM SGPS SA,Portugal
CA04878Q8636,ATLANTIC POWER CORP,United States
PHY0005M1090,ABOITIZ POWER CORPORATION,Philippines
US6708371033,OGE ENERGY CORPORATION,United States
IT0001233417,A2A SPA,Italy
ID1000106800,SEMEN INDONESIA (PERSERO) TBK PT,Indonesia
JP3116700000,ASAHI HOLDINGS INCORPORATION,Japan
INE671H01015,SOBHA LTD,India
AU000000EHL7,EMECO HOLDINGS LTD,Australia
TW0002207008,HOTAI MOTOR CO LTD,Taiwan
US69036R8631,"OVERSEAS SHIPHOLDING GROUP, INC",United States
INE030A01027,HINDUSTAN UNILEVER LIMITED,India
JP3667600005,JGC CORPORATION,Japan
ZAE000031035,ADVTECH LIMITED,South Africa
ZAE000081949,INVESTEC LIMITED,South Africa
AU000000IAG3,INSURANCE AUSTRALIA GROUP LIMITED,Australia
KR7020150009,ILJIN MATERIALS,South Korea
FI0009005870,KONECRANES ABP,Finland
KR7012330007,HYUNDAI MOBIS,South Korea
ID1000122807,ASTRA INTERNATIONAL TBK PT,Indonesia
JP3137200006,ISUZU MOTORS LIMITED,Japan
TW0002357001,ASUSTEK COMPUTER INC.,Taiwan
US5770811025,MATTEL INC,United States
ZAE000015228,HARMONY GOLD MINING COMPANY LIMITED,South Africa
CA8169221089,SEMAFO INC,Canada
US4042511000,HNI CORPORATION,United States
JP3262000007,"KING JIM CO., LTD.",Japan
FI0009002943,RAISIO OYJ,Finland
KR7010130003,KOREA ZINC COMPANY LIMITED,South Korea
TW0009940007,SINYI REALTY INCORPORATED,Taiwan
DE000PAT1AG3,PATRIZIA AG,Germany
ES0169501030,PHARMA MAR SA,Spain
US51509F1057,"LANDS' END, INCORPORATED",United States
JP3131200002,IINO KAIUN KAISHA LIMITED,Japan
BRSULACDAM12,SUL AMERICA S.A.,Brazil
US5526761086,"M.D.C. HOLDINGS, INC.",United States
INE090A01021,ICICI BANK LIMITED,India
GB00B132NW22,ASHMORE GROUP PLC,United Kingdom
CA22163N1069,COTT CORP,United States
JP3735000006,JEOL LIMITED,Japan
DK0010287234,H. LUNDBECK A/S,Denmark
KR7033780008,KT & G CORPORATION,South Korea
IT0001250932,HERA SPA,Italy
DE0005220008,ENBW ENERGIE BADEN-WURTTEMBERG AG,Germany
INE245A01021,TATA POWER COMPANY LIMITED,India
COT09PA00035,GRUPO ARGOS SA,Colombia
AU000000PAN4,PANORAMIC RESOURCES LIMITED,Australia
GB0003096442,ELECTROCOMPONENTS PLC,United Kingdom
JP3574200006,TOKYU CORPORATION,Japan
JP3260800002,KINTETSU GROUP HOLDINGS CO LTD,Japan
